source_strategy,source_category_id,source_category_name,source_category_path,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,market_data_completeness,profit_data_confidence,evidence_confidence,evidence_grade,data_source_summary,profit_estimate_status,notes,listing_url,opportunity_score,recommendation,gross_profit_per_unit,gross_margin,monthly_gross_profit,demand_score,competition_score,profitability_score,risk_score,risk_control_score,key_flags,brand_moat_reason,hard_stop_reason,archive_key,archive_first_seen,archive_last_seen,archive_seen_count,archive_best_score,archive_latest_score,archive_best_recommendation,archive_latest_recommendation,archive_status,archive_last_run_id,research_status,archive_notes
category:Electric Fondue Pots,17384862011,Electric Fondue Pots,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Cheese Tools > Fondue > Electric Fondue Pots,B0FJDZP6S7,,"LUSHYUM Electric Chocolate Melting Pot with 2 Insert Pots, 4-Cup Chocolate",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Cheese Tools > Fondue > Electric Fondue Pots,US,39.99,11.2,3.2,7.2,0.15,1129.0,661.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FJDZP6S7; brand LUSHYUM,https://www.amazon.com/dp/B0FJDZP6S7,45.0,Reject,12.39,0.3099,13990.0,87.3,24.3,42.8,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Pitters,678503011,Pitters,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Corers & Pitters > Pitters,B0G2YS569P,,Cherry Pitter - Makmzoon Multi Cherries Corer Stainless Steel Pitter Tool Making Cherry Jam - 7 Cherries,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Corers & Pitters > Pitters,US,12.99,3.64,1.04,4.47,0.15,3564.0,522.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G2YS569P; brand Makmzoon,https://www.amazon.com/dp/B0G2YS569P,45.0,Reject,1.89,0.1456,6741.31,87.3,28.3,16.4,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Potato Mashers,678504011,Potato Mashers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Potato Mashers & Ricers > Potato Mashers,B0F7XCV6CQ,,"Stainless Steel Meat Chopper, Stainless Steel Meat Masher, 11 Inch, Ground Beef Chopper Tool, Metal Meat Masher, Ground Meat Smasher, Hamburger Smasher Tool",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Potato Mashers & Ricers > Potato Mashers,US,13.99,3.92,1.12,4.45,0.15,869.0,193.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F7XCV6CQ; brand ANZIUS,https://www.amazon.com/dp/B0F7XCV6CQ,45.0,Reject,2.4,0.1717,2086.9,87.3,46.8,3.1,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Potato Ricers,678505011,Potato Ricers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Potato Mashers & Ricers > Potato Ricers,B0DPWTT7BJ,,"AHFLRITO Potato ricer, Heavy Duty Ricer for Mashed Potatoes, Large Potato Masher Stainless Steel with Ergonomic Handle, Efficiently for Fluffy Mashed Potatoes",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Potato Mashers & Ricers > Potato Ricers,US,15.99,4.48,1.28,6.22,0.15,439.0,279.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DPWTT7BJ; brand AHFLRITO,https://www.amazon.com/dp/B0DPWTT7BJ,45.0,Reject,1.61,0.1008,707.45,77.1,40.8,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Digital Scales,678508011,Digital Scales,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Measuring Tools & Scales > Kitchen Scales > Digital Scales,B09B4CB7C1,,"Greater Goods Coffee Scale with Timer, 0.1g Precision for Espresso & Matcha",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Measuring Tools & Scales > Kitchen Scales > Digital Scales,US,29.99,8.4,2.4,4.87,0.15,2489.0,2451.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09B4CB7C1; brand Greater Goods,https://www.amazon.com/dp/B09B4CB7C1,45.0,Reject,9.82,0.3275,24445.71,87.3,18.3,40.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Choppers,678514011,Choppers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Choppers & Mincers > Choppers,B0C84G1C5C,,KELEYU Commercial Vegetable Replacement Chopper 1/4’’ Blade | Replacement Chopper Dicer Stainless Steel Blade and Pusher Block for Fruit Cutting Machine Tomato onion French Fries Cutter,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Choppers & Mincers > Choppers,US,18.99,5.32,1.52,4.86,0.15,762.0,290.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0C84G1C5C; brand KELEYU,https://www.amazon.com/dp/B0C84G1C5C,45.0,Reject,4.44,0.2339,3384.42,87.3,36.8,6.8,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Garlic Presses,678518011,Garlic Presses,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Garlic Tools > Garlic Presses,B0FRS5Y33B,,"Brigii Burger Press, 5.5“ 304 Stainless Steel Hamburger Press Patty Maker | Spring back design, thickness guide 100g-400g, easy release, no coating, no rust, dishwasher safe, for ground beef patties",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Garlic Tools > Garlic Presses,US,28.99,8.12,2.32,5.93,0.15,2608.0,788.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FRS5Y33B; brand Brigii,https://www.amazon.com/dp/B0FRS5Y33B,45.0,Reject,8.27,0.2853,21572.07,87.3,24.3,31.3,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Cleaning Tools,3398891,Cleaning Tools,Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Cleaning Tools,B0000AY4SE,,"STAR BRITE 8-Inch Medium Bristle Wash Brush for Boat, RV & Auto",Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Cleaning Tools,US,23.59,6.61,1.89,4.25,0.15,578.0,579.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,65.0,20.0,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0000AY4SE; brand STAR BRITE,https://www.amazon.com/dp/B0000AY4SE,45.0,Reject,7.3,0.3095,4220.27,87.3,24.3,21.7,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; evidence confidence below supplier-validation threshold,,,,,,,,,,,,,,
category:Toilet Assistance Cushions,8624797011,Toilet Assistance Cushions,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Assistance Cushions,B0F17PFW6G,,"Padded Toilet Seat Cushion with 2-Inch High-Density Foam & Waterproof PU Fabric, U-Shape Padded Toilet Cushion - Secure Hook & Loop Tape, Fits Standard Toilets (Grey)",Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Assistance Cushions,US,29.99,8.4,2.4,8.02,0.15,428.0,147.0,4.1,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F17PFW6G; brand DOMSCIEN,https://www.amazon.com/dp/B0F17PFW6G,45.0,Reject,6.67,0.2225,2855.4,75.3,52.8,8.6,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Toilet Safety Frames & Rails,3775391,Toilet Safety Frames & Rails,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Safety Frames & Rails,B0C8P6DFV8,,"PELEGON Toilet Safety Rails (350 lb) - Adjustable Toilet Safety Frame & Rails, Toilet Safety Rail for Elderly Adults, Toilet Handles for Seniors, Toilet Bars for Elderly & Handicap",Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Safety Frames & Rails,US,69.97,19.59,5.6,9.56,0.15,4057.0,1732.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0C8P6DFV8; brand PELEGON,https://www.amazon.com/dp/B0C8P6DFV8,45.0,Reject,24.72,0.3534,100307.3,87.3,14.3,73.2,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B0CLYN2NWP,,"Klein Tools MODbox Tool Pouch, Electrician Bag, Quickly Attach and Release from Tool Belts and MODBox Rail System",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,19.98,5.59,1.6,6.38,0.15,964.0,329.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CLYN2NWP; brand KLEIN TOOLS,https://www.amazon.com/dp/B0CLYN2NWP,45.0,Reject,3.41,0.1708,3290.13,87.3,40.8,6.5,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Tool Trays,15709201,Tool Trays,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Trays,B0CZQJL89S,,"SWANLAKE Socket Organizer Set 18-Piece, 1/4-Inch x 96 Clips, 3/8-Inch x 90 Clips, 1/2-Inch x 72 Clips, Socket Organizer for Tool Box Drawer, Drive Socket Trays, Socket Holder Clip Rail",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Trays,US,29.99,8.4,2.4,7.76,0.15,2610.0,742.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CZQJL89S; brand SWANLAKE GARDEN TOOLS,https://www.amazon.com/dp/B0CZQJL89S,45.0,Reject,6.93,0.2311,18091.21,87.3,24.3,23.9,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:String Mops,23537022011,String Mops,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > String Mops,B0DZPJ82BM,,"Libman Tornado Mop with 1 Refill, Self-Wringing Cotton Twist Mop",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > String Mops,US,19.99,5.6,1.6,3.6,0.15,269.0,66.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,50.0,20.0,42.5,C,"observed:sales,reviews,rating; estimated:price,fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DZPJ82BM; brand LIBMAN COMMERCIAL,https://www.amazon.com/dp/B0DZPJ82BM,45.0,Reject,6.19,0.3097,1665.51,48.8,58.3,12.2,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; evidence confidence below supplier-validation threshold,,,,,,,,,,,,,,
category:Angle Brooms,14253831,Angle Brooms,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Angle Brooms,B0CPFXCNF1,,"Pine-Sol Indoor Jumbo Broom with Long, Stainless Steel Collapsible Handle for Easy Storage, Heavy Duty Angle Bristles for Wood, Tile, Linoleum, and More - Sweeps Wet or Dry Debris",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Angle Brooms,US,17.99,5.04,1.44,12.34,0.15,625.0,246.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CPFXCNF1; brand Pine-Sol,https://www.amazon.com/dp/B0CPFXCNF1,45.0,Reject,-3.53,-0.1961,-2205.31,87.3,40.8,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Hand Brooms,14253841,Hand Brooms,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Hand Brooms,B09LRZXJQF,,"SOUJOY 6 Pack Small Dustpan and Brush Set, Whisk Broom and Dust Pan with Handle, Nesting Tiny Cleaning Broom, Mini Hand Broom and Dustpan Set for Table, Desk, Keyboard, Cars and Pet Nest",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Hand Brooms,US,20.99,5.88,1.68,6.6,0.15,576.0,213.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09LRZXJQF; brand SOUJOY,https://www.amazon.com/dp/B09LRZXJQF,45.0,Reject,3.68,0.1754,2120.54,87.3,40.8,3.2,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Kitchen Brushes,203313515011,Kitchen Brushes,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Brushes > Kitchen Brushes,B0FMJYTQLT,,5 Pack Bamboo Dish Brush Set with 14’’ Bottle Brush,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Brushes > Kitchen Brushes,US,16.99,4.76,1.36,5.36,0.15,2019.0,219.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FMJYTQLT; brand BONUMVITA,https://www.amazon.com/dp/B0FMJYTQLT,45.0,Reject,2.96,0.1743,5979.27,87.3,40.8,14.2,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Toilet Brushes & Holders,85975011,Toilet Brushes & Holders,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Brushes > Toilet Brushes & Holders,B0G42ZFWLJ,,"Toilet Bowl Brush and Holder Set 2 Pack with 4 Extra Brush Heads (Black) | Extra Long Handle with Splash Guard Cover, Tool-Free Installation, Bathroom Space-Saving, Cleaner Sets for Apartments, RV",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Brushes > Toilet Brushes & Holders,US,15.99,4.48,1.28,6.78,0.15,3015.0,210.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G42ZFWLJ; brand Bathway,https://www.amazon.com/dp/B0G42ZFWLJ,45.0,Reject,1.05,0.0658,3170.27,87.3,40.8,6.2,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Buckets,2245509011,Buckets,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Buckets,B0CKT56KHF,,"Unger Professional 3-Gallon Collapsible Bucket, Portable Household Cleaning Supplies, Small Washing Buckets with Handles, Essential Water Container and Storage Organizer Tool",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Buckets,US,17.97,5.03,1.44,12.38,0.15,710.0,355.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CKT56KHF; brand UNGER,https://www.amazon.com/dp/B0CKT56KHF,45.0,Reject,-3.58,-0.199,-2538.61,87.3,36.8,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Screwpull Levers,13825981,Screwpull Levers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Screwpull Levers,B07MYDZMTY,,Stainless Steel Wine Opener Compact Vertical Corkscrew Wine Bottle Opener with Foil Cutter,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Screwpull Levers,US,45.99,12.88,3.68,6.35,0.15,684.0,2110.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07MYDZMTY; brand KEISSCO,https://www.amazon.com/dp/B07MYDZMTY,45.0,Reject,16.18,0.3518,11068.15,87.3,14.3,55.9,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Corers,678502011,Corers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Corers & Pitters > Corers,B0DJQZXFFM,,"Apple Peeler Corer, 5 In 1 Apple Peeler Slicer Corer with Stainless Steel Blades and Powerful Suction Base for Apples and Potatoes(Ruby)",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Corers & Pitters > Corers,US,26.99,7.56,2.16,6.38,0.15,569.0,96.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DJQZXFFM; brand tatida,https://www.amazon.com/dp/B0DJQZXFFM,45.0,Reject,6.84,0.2535,3892.81,87.3,54.3,12.4,22.0,78.0,brand moat: Apple; supplier quote required; estimated profit is not a rejection gate,brand moat: Apple,,,,,,,,,,,,,
category:Pitters,678503011,Pitters,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Corers & Pitters > Pitters,B0F27LFLMZ,,"Cherry Pitter for 6 Cherries, ABS Hand Press with Removable Tray | 6-cherry pitting, ABS body, removable tray, easy rinse, for jam pie canning",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Corers & Pitters > Pitters,US,12.99,3.64,1.04,3.54,0.15,411.0,165.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F27LFLMZ; brand Jux Yagom,https://www.amazon.com/dp/B0F27LFLMZ,45.0,Reject,2.82,0.2172,1159.64,72.5,50.8,0.5,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Potato Mashers,678504011,Potato Mashers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Potato Mashers & Ricers > Potato Mashers,B0GFCF7MVS,,Stainless Steel Meat Masher: Ground Beef Chopper Hamburger Smasher Tool,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Potato Mashers & Ricers > Potato Mashers,US,16.95,4.75,1.36,4.39,0.15,276.0,85.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GFCF7MVS; brand Gogeffor,https://www.amazon.com/dp/B0GFCF7MVS,45.0,Reject,3.91,0.2305,1078.47,50.0,54.3,0.2,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Digital Scales,678508011,Digital Scales,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Measuring Tools & Scales > Kitchen Scales > Digital Scales,B0CJ7S41HJ,,"Coffee Scale with Timer, 0.1g High Precision Espresso Scale 3kg",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Measuring Tools & Scales > Kitchen Scales > Digital Scales,US,14.39,4.03,1.15,4.45,0.15,1910.0,427.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CJ7S41HJ; brand Nkove,https://www.amazon.com/dp/B0CJ7S41HJ,45.0,Reject,2.6,0.1808,4968.86,87.3,28.3,11.3,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Egg Slicers,17548242011,Egg Slicers,"Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Peeling, Grating & Slicing Tools > Mandolines & Slicers > Egg Slicers",B0FHHBTDR3,,3 in 1 Egg Slicer for Hard Boiled Eggs with Cleaning Brush,"Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Peeling, Grating & Slicing Tools > Mandolines & Slicers > Egg Slicers",US,14.99,4.2,1.2,5.36,0.15,494.0,152.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FHHBTDR3; brand DJBNT,https://www.amazon.com/dp/B0FHHBTDR3,45.0,Reject,1.98,0.1322,978.86,86.3,50.8,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Tools,3398991,Tools,Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Tools,B0DZ1S48T8,,"Snap Tool for Boat Covers, Snap Removal Tool with Non-Slip Silicone Grip, Ideal Boat Tool and Marine Snap Tool",Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Tools,US,12.99,3.64,1.04,4.19,0.15,410.0,88.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DZ1S48T8; brand Cnosky,https://www.amazon.com/dp/B0DZ1S48T8,45.0,Reject,2.17,0.1672,890.31,72.3,54.3,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Toilet Assistance Cushions,8624797011,Toilet Assistance Cushions,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Assistance Cushions,B0CTCL4TWP,,"Bedside Soft Commode seat Cushion, Thick Pad PU Cover with Fixing Straps for Commode Chair, Washable Toilet Seat Cushion Warmer for Elderly Adults",Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Assistance Cushions,US,27.99,7.84,2.24,7.93,0.15,297.0,60.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CTCL4TWP; brand ZXMOBY,https://www.amazon.com/dp/B0CTCL4TWP,45.0,Reject,5.78,0.2066,1717.11,53.5,58.3,3.6,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Toilet Safety Frames & Rails,3775391,Toilet Safety Frames & Rails,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Safety Frames & Rails,B0DSBMZMX1,,"HOMLAND Toilet Safety Rails for Seniors, Adjustable Height & Width, 350 Lbs | Padded Armrests, Foldable Aluminum Toilet Safety Frame, Handicap Toilet Handles for Elderly and Disabled, Fit Any Toilets",Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Safety Frames & Rails,US,39.99,11.2,3.2,8.29,0.15,2175.0,863.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DSBMZMX1; brand HOMLAND,https://www.amazon.com/dp/B0DSBMZMX1,45.0,Reject,11.3,0.2826,24580.76,87.3,18.3,37.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
