source_strategy,source_category_id,source_category_name,source_category_path,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,market_data_completeness,profit_data_confidence,evidence_confidence,evidence_grade,data_source_summary,profit_estimate_status,notes,listing_url,opportunity_score,recommendation,gross_profit_per_unit,gross_margin,monthly_gross_profit,demand_score,competition_score,profitability_score,risk_score,risk_control_score,key_flags,brand_moat_reason,hard_stop_reason,archive_key,archive_first_seen,archive_last_seen,archive_seen_count,archive_best_score,archive_latest_score,archive_best_recommendation,archive_latest_recommendation,archive_status,archive_last_run_id,research_status,archive_notes
category:Mops & Bucket Sets,23537016011,Mops & Bucket Sets,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Mops & Bucket Sets,B0DBV4J2D1,,"JOYMOOP Pink Mop and Bucket with Wringer Set for Home, with 3 Reusable Microfiber Mop Pads, Hands-Free Self-Cleaning System, Suitable for Floor Cleaning and Wall Cleaner",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Mops & Bucket Sets,US,37.99,10.64,3.04,9.55,0.15,1089.0,762.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DBV4J2D1; brand JOYMOOP,https://www.amazon.com/dp/B0DBV4J2D1,45.0,Reject,9.06,0.2385,9867.97,87.3,28.3,28.1,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Bottle Openers,3109475011,Bottle Openers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Bottle Openers,B0BRK7R9W5,,QTLCOHD 20 Pack Flat Bottle Opener - 7 Inch Stainless Steel Bottle Openers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Bottle Openers,US,24.99,7.0,2.0,7.65,0.15,490.0,153.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BRK7R9W5; brand QTLCOHD,https://www.amazon.com/dp/B0BRK7R9W5,45.0,Reject,4.59,0.1837,2249.83,85.6,46.8,3.6,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Screwpull Levers,13825981,Screwpull Levers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Screwpull Levers,B08MJ7FMV1,,Forge Quality Compact Vertical Lever Corkscrew Wine Opener with Foil Cutter. 3 Seconds to Open a Bottle of Wine. Metallic Bronze,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Screwpull Levers,US,27.95,7.83,2.24,4.87,0.15,2473.0,421.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B08MJ7FMV1; brand Forge,https://www.amazon.com/dp/B08MJ7FMV1,45.0,Reject,8.82,0.3155,21805.68,87.3,28.3,36.4,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Ice Buckets,678496011,Ice Buckets,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Buckets,B0CNQNGRNJ,,"Colorlaza Metal Buckets with Handle 6 Pcs – Galvanized Bucket Leak Proof & Rust Resistant 48 fl oz Capacity - Best for Party Décor, Organizing & Decorating Classrooms Easter Bucket 6.3“",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Buckets,US,27.99,7.84,2.24,8.02,0.15,1126.0,389.0,4.6,0.55,10000.0,1.0,70.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CNQNGRNJ; brand colorlaza,https://www.amazon.com/dp/B0CNQNGRNJ,45.0,Reject,5.69,0.2033,6408.63,87.3,36.8,16.8,32.0,68.0,supplier quote required; estimated profit is not a rejection gate; high seasonality,,,,,,,,,,,,,,
category:Ice Tongs,678497011,Ice Tongs,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Tongs,B0B13Q2NLV,,"Barfly Ice Tong, Stainless, 7.1 Inch",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Tongs,US,15.2,4.26,1.22,4.18,0.15,383.0,150.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0B13Q2NLV; brand Barfly,https://www.amazon.com/dp/B0B13Q2NLV,45.0,Reject,3.26,0.2145,1248.58,67.8,50.8,0.7,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Wine Pourers,678498011,Wine Pourers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Wine Stoppers & Pourers > Wine Pourers,B07LDZCPH1,,Norway’s Secret Wine Filter | Triple Award-Winner | No More Wine Drops or Wands Needed | Sulfite & Histamine Remover | 100% Natural Wine Purifier | 18 Pack,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Wine Stoppers & Pourers > Wine Pourers,US,30.95,8.67,2.48,3.25,0.15,668.0,1139.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07LDZCPH1; brand Wine Balanced,https://www.amazon.com/dp/B07LDZCPH1,45.0,Reject,11.91,0.3847,7954.21,87.3,18.3,51.6,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Electric Fondue Pots,17384862011,Electric Fondue Pots,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Cheese Tools > Fondue > Electric Fondue Pots,B0FJDZP6S7,,"LUSHYUM Electric Chocolate Melting Pot with 2 Insert Pots, 4-Cup Chocolate",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Cheese Tools > Fondue > Electric Fondue Pots,US,39.99,11.2,3.2,7.2,0.15,1129.0,661.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FJDZP6S7; brand LUSHYUM,https://www.amazon.com/dp/B0FJDZP6S7,45.0,Reject,12.39,0.3099,13990.0,87.3,24.3,42.8,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Pitters,678503011,Pitters,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Corers & Pitters > Pitters,B0G2YS569P,,Cherry Pitter - Makmzoon Multi Cherries Corer Stainless Steel Pitter Tool Making Cherry Jam - 7 Cherries,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Corers & Pitters > Pitters,US,12.99,3.64,1.04,4.47,0.15,3564.0,522.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G2YS569P; brand Makmzoon,https://www.amazon.com/dp/B0G2YS569P,45.0,Reject,1.89,0.1456,6741.31,87.3,28.3,16.4,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Potato Mashers,678504011,Potato Mashers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Potato Mashers & Ricers > Potato Mashers,B0F7XCV6CQ,,"Stainless Steel Meat Chopper, Stainless Steel Meat Masher, 11 Inch, Ground Beef Chopper Tool, Metal Meat Masher, Ground Meat Smasher, Hamburger Smasher Tool",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Potato Mashers & Ricers > Potato Mashers,US,13.99,3.92,1.12,4.45,0.15,869.0,193.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F7XCV6CQ; brand ANZIUS,https://www.amazon.com/dp/B0F7XCV6CQ,45.0,Reject,2.4,0.1717,2086.9,87.3,46.8,3.1,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Potato Ricers,678505011,Potato Ricers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Potato Mashers & Ricers > Potato Ricers,B0DPWTT7BJ,,"AHFLRITO Potato ricer, Heavy Duty Ricer for Mashed Potatoes, Large Potato Masher Stainless Steel with Ergonomic Handle, Efficiently for Fluffy Mashed Potatoes",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Potato Mashers & Ricers > Potato Ricers,US,15.99,4.48,1.28,6.22,0.15,439.0,279.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DPWTT7BJ; brand AHFLRITO,https://www.amazon.com/dp/B0DPWTT7BJ,45.0,Reject,1.61,0.1008,707.45,77.1,40.8,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Digital Scales,678508011,Digital Scales,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Measuring Tools & Scales > Kitchen Scales > Digital Scales,B09B4CB7C1,,"Greater Goods Coffee Scale with Timer, 0.1g Precision for Espresso & Matcha",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Measuring Tools & Scales > Kitchen Scales > Digital Scales,US,29.99,8.4,2.4,4.87,0.15,2489.0,2451.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09B4CB7C1; brand Greater Goods,https://www.amazon.com/dp/B09B4CB7C1,45.0,Reject,9.82,0.3275,24445.71,87.3,18.3,40.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Choppers,678514011,Choppers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Choppers & Mincers > Choppers,B0C84G1C5C,,KELEYU Commercial Vegetable Replacement Chopper 1/4’’ Blade | Replacement Chopper Dicer Stainless Steel Blade and Pusher Block for Fruit Cutting Machine Tomato onion French Fries Cutter,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Choppers & Mincers > Choppers,US,18.99,5.32,1.52,4.86,0.15,762.0,290.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0C84G1C5C; brand KELEYU,https://www.amazon.com/dp/B0C84G1C5C,45.0,Reject,4.44,0.2339,3384.42,87.3,36.8,6.8,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Garlic Presses,678518011,Garlic Presses,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Garlic Tools > Garlic Presses,B0FRS5Y33B,,"Brigii Burger Press, 5.5“ 304 Stainless Steel Hamburger Press Patty Maker | Spring back design, thickness guide 100g-400g, easy release, no coating, no rust, dishwasher safe, for ground beef patties",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Garlic Tools > Garlic Presses,US,28.99,8.12,2.32,5.93,0.15,2608.0,788.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FRS5Y33B; brand Brigii,https://www.amazon.com/dp/B0FRS5Y33B,45.0,Reject,8.27,0.2853,21572.07,87.3,24.3,31.3,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Cups & Mugs,3400731,Cups & Mugs,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Cups & Mugs,B0D94QC2J6,,16 oz Stainless Steel Pint Cups-Stackable Metal Drinking Glasses 4 Pcs,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Cups & Mugs,US,18.99,5.32,1.52,4.11,0.15,1121.0,309.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D94QC2J6; brand VINUR,https://www.amazon.com/dp/B0D94QC2J6,45.0,Reject,5.19,0.2734,5819.67,87.3,36.8,17.3,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Mess Kits,3400751,Mess Kits,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Mess Kits,B0B3HC5J77,,"Odoland Stainless Steel Camping Mess Kit for Outdoor Family & Person | Cooking Tableware Utensils with Plates Bowls Forks Spoons Knives & Savings Bag for Camping, Backpacking, Hiking, Picnic",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Mess Kits,US,26.99,7.56,2.16,6.58,0.15,1944.0,598.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0B3HC5J77; brand Odoland,https://www.amazon.com/dp/B0B3HC5J77,45.0,Reject,6.64,0.2461,12911.08,87.3,24.3,23.3,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Cleaning Tools,3398891,Cleaning Tools,Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Cleaning Tools,B0000AY4SE,,"STAR BRITE 8-Inch Medium Bristle Wash Brush for Boat, RV & Auto",Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Cleaning Tools,US,23.59,6.61,1.89,4.25,0.15,578.0,579.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,65.0,20.0,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0000AY4SE; brand STAR BRITE,https://www.amazon.com/dp/B0000AY4SE,45.0,Reject,7.3,0.3095,4220.27,87.3,24.3,21.7,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; evidence confidence below supplier-validation threshold,,,,,,,,,,,,,,
category:Toilet Assistance Cushions,8624797011,Toilet Assistance Cushions,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Assistance Cushions,B0F17PFW6G,,"Padded Toilet Seat Cushion with 2-Inch High-Density Foam & Waterproof PU Fabric, U-Shape Padded Toilet Cushion - Secure Hook & Loop Tape, Fits Standard Toilets (Grey)",Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Assistance Cushions,US,29.99,8.4,2.4,8.02,0.15,428.0,147.0,4.1,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F17PFW6G; brand DOMSCIEN,https://www.amazon.com/dp/B0F17PFW6G,45.0,Reject,6.67,0.2225,2855.4,75.3,52.8,8.6,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Toilet Safety Frames & Rails,3775391,Toilet Safety Frames & Rails,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Safety Frames & Rails,B0C8P6DFV8,,"PELEGON Toilet Safety Rails (350 lb) - Adjustable Toilet Safety Frame & Rails, Toilet Safety Rail for Elderly Adults, Toilet Handles for Seniors, Toilet Bars for Elderly & Handicap",Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Safety Frames & Rails,US,69.97,19.59,5.6,9.56,0.15,4057.0,1732.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0C8P6DFV8; brand PELEGON,https://www.amazon.com/dp/B0C8P6DFV8,45.0,Reject,24.72,0.3534,100307.3,87.3,14.3,73.2,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B0CLYN2NWP,,"Klein Tools MODbox Tool Pouch, Electrician Bag, Quickly Attach and Release from Tool Belts and MODBox Rail System",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,19.98,5.59,1.6,6.38,0.15,964.0,329.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CLYN2NWP; brand KLEIN TOOLS,https://www.amazon.com/dp/B0CLYN2NWP,45.0,Reject,3.41,0.1708,3290.13,87.3,40.8,6.5,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Tool Trays,15709201,Tool Trays,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Trays,B0CZQJL89S,,"SWANLAKE Socket Organizer Set 18-Piece, 1/4-Inch x 96 Clips, 3/8-Inch x 90 Clips, 1/2-Inch x 72 Clips, Socket Organizer for Tool Box Drawer, Drive Socket Trays, Socket Holder Clip Rail",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Trays,US,29.99,8.4,2.4,7.76,0.15,2610.0,742.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CZQJL89S; brand SWANLAKE GARDEN TOOLS,https://www.amazon.com/dp/B0CZQJL89S,45.0,Reject,6.93,0.2311,18091.21,87.3,24.3,23.9,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:String Mops,23537022011,String Mops,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > String Mops,B0GT84XZ7T,,Aegishome Self Wringing Twist Mop for Floor Cleaning,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > String Mops,US,19.99,5.6,1.6,5.95,0.15,270.0,45.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GT84XZ7T; brand AegisHome,https://www.amazon.com/dp/B0GT84XZ7T,45.0,Reject,3.84,0.1922,1037.2,49.0,63.3,0.1,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Hand Brooms,14253841,Hand Brooms,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Hand Brooms,B0FGXPBVVC,,"Indoor Broom Soft Bristle Brooms - Brooms for Sweeping Indoor Pet Hair, House Broom for Cleaning Hardwood, Tile, and Decking Surfaces Across.（Green）",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Hand Brooms,US,13.38,3.75,1.07,5.75,0.15,631.0,250.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FGXPBVVC; brand Zthluyc,https://www.amazon.com/dp/B0FGXPBVVC,45.0,Reject,0.8,0.06,506.69,87.3,40.8,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Kitchen Brushes,203313515011,Kitchen Brushes,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Brushes > Kitchen Brushes,B0FMJYTQLT,,5 Pack Bamboo Dish Brush Set with 14’’ Bottle Brush,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Brushes > Kitchen Brushes,US,16.99,4.76,1.36,5.36,0.15,2019.0,219.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FMJYTQLT; brand BONUMVITA,https://www.amazon.com/dp/B0FMJYTQLT,45.0,Reject,2.96,0.1743,5979.27,87.3,40.8,14.2,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Toilet Brushes & Holders,85975011,Toilet Brushes & Holders,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Brushes > Toilet Brushes & Holders,B0G42ZFWLJ,,"Toilet Bowl Brush and Holder Set 2 Pack with 4 Extra Brush Heads (Black) | Extra Long Handle with Splash Guard Cover, Tool-Free Installation, Bathroom Space-Saving, Cleaner Sets for Apartments, RV",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Brushes > Toilet Brushes & Holders,US,15.99,4.48,1.28,6.78,0.15,3015.0,210.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G42ZFWLJ; brand Bathway,https://www.amazon.com/dp/B0G42ZFWLJ,45.0,Reject,1.05,0.0658,3170.27,87.3,40.8,6.2,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Buckets,2245509011,Buckets,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Buckets,B0F4QZ2RH8,,"Cleaning Caddy with Handle, Cleaning Products Organiser, 17L Foldable Storage Basket, Cleaning Caddy Organiser, Portable Multi Cleaning Bucket Bag for Home, Garden (Black)",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Buckets,US,19.99,5.6,1.6,6.13,0.15,754.0,262.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F4QZ2RH8; brand Bototack,https://www.amazon.com/dp/B0F4QZ2RH8,45.0,Reject,3.66,0.1832,2760.77,87.3,36.8,5.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Edible Printer Paper & Frosting Sheets,8147491011,Edible Printer Paper & Frosting Sheets,Home & Kitchen > Kitchen & Dining > Bakeware > Decorating Tools > Edible Printer Ink & Paper > Edible Printer Paper & Frosting Sheets,B0DYNKSLX3,,"Edible Paper A4 Size, 25 Counts Icing sheets, 11.7“ x 8.3“ Frosting Sheets, Edible Image Paper for Cupcake Decoration, Sugar Sheet for Cake Printer",Home & Kitchen > Kitchen & Dining > Bakeware > Decorating Tools > Edible Printer Ink & Paper > Edible Printer Paper & Frosting Sheets,US,19.99,5.6,1.6,6.49,0.15,1341.0,179.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DYNKSLX3; brand FUTEBO,https://www.amazon.com/dp/B0DYNKSLX3,45.0,Reject,3.3,0.1652,4427.31,87.3,46.8,9.8,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Screwpull Levers,13825981,Screwpull Levers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Screwpull Levers,B07MYDZMTY,,Stainless Steel Wine Opener Compact Vertical Corkscrew Wine Bottle Opener with Foil Cutter,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Screwpull Levers,US,45.99,12.88,3.68,6.35,0.15,684.0,2110.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07MYDZMTY; brand KEISSCO,https://www.amazon.com/dp/B07MYDZMTY,45.0,Reject,16.18,0.3518,11068.15,87.3,14.3,55.9,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
