source_strategy,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,notes
category:Belts,B0G586R357,B0H1Z7WSDJ,"GX21833 48 Inch Mower Deck Belt for John Deere 145 D140 D150 D155 D160 L120 L130 LA130 LA140 LA145 LA155 LA165 Z200 Z255 Z300 Z355E Riding Lawn Mower GX20571, 1/2“ X 141.7“","['Patio, Lawn & Garden', 'lawn-garden']",US,19.54,5.47,1.56,5.94,0.15,4013.0,852.0,4.4,0.55,10000,1.0,20.0,50,25.0,20,20.0,Imported from Sorftime; ASIN B0G586R357; parent B0H1Z7WSDJ; brand Tecreddy
category:Belts,B09Q23P7M2,B0GV4KQVSR,Rinlius Mower Deck Belt 144959 for Craftsman LT1000 LT2000 LT3000 DYT4000 42 inch Deck Husqvarna Poulan AYP 138255 532144959 532138255 Riding Lawn Mowers(1/2“ x 95“),"['Patio, Lawn & Garden', 'lawn-garden']",US,13.29,3.72,1.06,4.89,0.15,1688.0,1126.0,4.4,0.55,10000,1.0,20.0,50,25.0,20,20.0,Imported from Sorftime; ASIN B09Q23P7M2; parent B0GV4KQVSR; brand Rinlius
category:Belts,B0F1MZ84GD,B0F1MZF396,Quanaoo GX20072 Deck Belt 1/2“ x 104“ for John Deere D100 D105 D110 D125 D130 L100 L110 E100 E110 E120 E130 LA105 LA110 LA115 S100 GY20570 42in Riding Mower/Tractors Replace GY20570,"['Patio, Lawn & Garden', 'lawn-garden']",US,13.99,3.92,1.12,4.89,0.15,1612.0,409.0,4.4,0.55,10000,1.0,20.0,50,25.0,20,20.0,Imported from Sorftime; ASIN B0F1MZ84GD; parent B0F1MZF396; brand Quanaoo
category:Belts,B0DYZS8LNV,B0GYRV3CYJ,"5/8“ X 178“ Deck Replacement Belt for Toro 133-7076 TimeCutter HD X5450, XS5450, X5450, ZX5400, 74865, 74867, 74876, 74888, 75202 and 75212 with 54“ Decks; Hustler 602744; Ferris 5103616 5103616YP","['Patio, Lawn & Garden', 'lawn-garden']",US,19.99,5.6,1.6,3.6,0.15,1389.0,0.0,4.4,0.55,10000,1.0,20.0,50,25.0,20,20.0,Imported from Sorftime; ASIN B0DYZS8LNV; parent B0GYRV3CYJ; brand C-YONG
category:Belts,B07M9ZMWF4,B07M9ZMWF4,Exmark/Toro 30“ Genuine OEM PTO Belt Part# 121-5765,"['Patio, Lawn & Garden', 'lawn-garden']",US,17.95,5.03,1.44,3.35,0.15,1284.0,621.0,4.5,0.55,10000,1.0,20.0,50,25.0,20,20.0,Imported from Sorftime; ASIN B07M9ZMWF4; parent B07M9ZMWF4; brand Exmark
category:Belts,B0FX961NFC,B0FX961NFC,"139-2399 Mower Deck Belt, Traction Drive Cogged Belt Fit for Toro TimeCutter & Exmark Quest 74683 74685 74687 74690 74691QZE725GKC42200 QZE725GKC50200 Lawn Mowers","['Patio, Lawn & Garden', 'lawn-garden']",US,19.99,5.6,1.6,4.18,0.15,1268.0,5.0,4.0,0.55,10000,1.0,20.0,50,25.0,20,20.0,Imported from Sorftime; ASIN B0FX961NFC; parent B0FX961NFC; brand GEATaaT
category:Belts,B0DSLC54Q2,B0GVJF1F2L,125907x 532125907 1/2“ x 90“ Drive Belt Replacement for Craftsman Poulan Husqvarna Riding Mower - Fits 125907X 126907X 532193214 193214 105732X 120302X M79204 754-0330 954-0330 - Lawn Tractor V-Belt,"['Patio, Lawn & Garden', 'lawn-garden']",US,12.24,3.43,0.98,4.89,0.15,1227.0,303.0,4.4,0.55,10000,1.0,20.0,50,25.0,20,20.0,Imported from Sorftime; ASIN B0DSLC54Q2; parent B0GVJF1F2L; brand Axyuada
category:Belts,B0FC6DDX3M,B0FF4PRFQX,954-05022A Mower Deck Belt for Cub Cadet XT1 LT46 XT2 LX46 954-05022 Craftsman T240 MTD Troy Bilt Super Bronco XP 46 490-501-C063 490-501-M063 / Aramid Cord / 108.3 inches,"['Patio, Lawn & Garden', 'lawn-garden']",US,24.69,6.91,1.98,5.36,0.15,1103.0,243.0,4.4,0.55,10000,1.0,20.0,50,25.0,20,20.0,Imported from Sorftime; ASIN B0FC6DDX3M; parent B0FF4PRFQX; brand RTPOWER
category:Belts,B0D9QZBYTV,B0GTYKY33J,"Upgraded for GX20072 John Deere 42 Inch Deck Belt, D105 D110 D130 S100 L110 L100 L111 LA105 LA115 LA125 S110 S130 E100 E110 L108 Lawn Mower, GY20570 V-Belt, Zero-Stretch, Extra Long Life /104 Inch","['Patio, Lawn & Garden', 'lawn-garden']",US,21.99,6.16,1.76,4.47,0.15,920.0,92.0,4.5,0.55,10000,1.0,20.0,50,25.0,20,20.0,Imported from Sorftime; ASIN B0D9QZBYTV; parent B0GTYKY33J; brand jiuoici
category:Belts,B0D4CXPC8R,B0GSJ79X7B,"954-05022A Lawn Mower 46“ Deck Belt 1/2“ x 108.3“ Replacement for Cub Cadet/Troy-Bilt/Craftsman 754-05022, XT1 and XT2 Enduro Series LT46, LT46 KH, LX46, T225, T240, LX46 KW","['Patio, Lawn & Garden', 'lawn-garden']",US,14.88,4.17,1.19,4.9,0.15,835.0,695.0,4.4,0.55,10000,1.0,20.0,50,25.0,20,20.0,Imported from Sorftime; ASIN B0D4CXPC8R; parent B0GSJ79X7B; brand XHHKJGS
category:Deck Parts,B0CR5JDFXL,B0FC29P992,187292 192870 Spindle Assembly with 195945 Pulley Fit for 42“ 46“ 48“ 54“ Mower Deck Husqvarna Z254 YTH22v46 YTH24v48 Craftsman YT3000 YS4500 YT4000 Mower Replace OEM 587819701 532187281 567253301,"['Patio, Lawn & Garden', 'lawn-garden']",US,29.99,8.4,2.4,8.3,0.15,1258.0,137.0,4.5,0.55,10000,1.0,20.0,50,25.0,20,65,Imported from Sorftime; ASIN B0CR5JDFXL; parent B0FC29P992; brand TENGMUJX
category:Deck Parts,B098WZ18T7,B098WZ18T7,"Lawn Mower 731-07486 Side Discharge Chute for Most 21“ Hand Pushed Lawn Mower Compatible with Craftsman Columbia Huskee Troy Bilt Yard-Man MTD TB110, TB130, TB220, TB230 & 11A, 12A Series Mowers","['Patio, Lawn & Garden', 'lawn-garden']",US,15.99,4.48,1.28,7.84,0.15,1237.0,927.0,4.5,0.55,10000,1.0,20.0,50,25.0,20,20.0,Imported from Sorftime; ASIN B098WZ18T7; parent B098WZ18T7; brand DECKMAN
category:Deck Parts,B0DWTD2X46,B0GSW7Y5LM,"POSEAGLE 2 Pack 490-900-M061 Deck Wash Kit Replaces 490-900-0025 Including 921-04041 Lawn Mower Deck Wash Adapter Nozzle, 737-04003D Deck Wash Nozzle(Stainless Steel), 731-07487 Deck Wash Nozzle","['Patio, Lawn & Garden', 'lawn-garden']",US,19.99,5.6,1.6,3.69,0.15,660.0,22.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,20.0,Imported from Sorftime; ASIN B0DWTD2X46; parent B0GSW7Y5LM; brand POSEAGLE
category:Deck Parts,B00850L66Y,B00850L66Y,OEM 42‘‘ Deck Mulch Cover John Deere 102 L 105 110 111 118 LA 115 X 110 120 D 125 S 240 GY00115,"['Patio, Lawn & Garden', 'lawn-garden']",US,26.26,7.35,2.1,8.51,0.15,575.0,2344.0,4.5,0.55,10000,1.0,20.0,50,25.0,20,20.0,Imported from Sorftime; ASIN B00850L66Y; parent B00850L66Y; brand John Deere
category:Deck Parts,B09842HXG8,B0D7HNJ1NK,"Belleone 2 Pack 187292 Spindle Assembly Fits for Craftsman Hus qvarna A riens Pou-LAN Pro, 587819701 Mandrel Assembly for 42“ 46“ 48“ 54 Deck Mower, Replace for 192870 532187281 532187292 567253301","['Patio, Lawn & Garden', 'lawn-garden']",US,41.99,11.76,3.36,9.08,0.15,573.0,1436.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,65,Imported from Sorftime; ASIN B09842HXG8; parent B0D7HNJ1NK; brand Belleone
category:Deck Parts,B09743GKPR,B0974347BX,"115-8447 Side Discharge Chute, Compatible with Toro 22“ Recycler Lawn Mower for 20377, 20378, 20330, 20331, 20333, 20330C - Fits Many 22“ Recycler Lawn Mower 2009-2015 (1)","['Patio, Lawn & Garden', 'lawn-garden']",US,13.99,3.92,1.12,7.74,0.15,566.0,514.0,4.5,0.55,10000,1.0,20.0,50,25.0,20,20.0,Imported from Sorftime; ASIN B09743GKPR; parent B0974347BX; brand DECKMAN
category:Deck Parts,B0CSK871VJ,B0D86ZN6Y2,DynaVim Parts 187292 192870 532187281 532187292 539112057 587819701 587125401 567253301 Husqvarna yth22v46 yth24v48 Spindle Assembly Husqvarna Craftsman LT1000 42“ 46“ 48“ 54“ Mower Deck Mandrel,"['Patio, Lawn & Garden', 'lawn-garden']",US,23.93,6.7,1.91,12.44,0.15,552.0,477.0,4.4,0.55,10000,1.0,20.0,50,25.0,20,85,Imported from Sorftime; ASIN B0CSK871VJ; parent B0D86ZN6Y2; brand DynaVim Parts
category:Fuel Lines,B000P7SKKK,B000P7SKKK,Kohler Fuel Pump - OEM Replacement Part# 2439316,"['Patio, Lawn & Garden', 'lawn-garden']",US,26.78,7.5,2.14,4.9,0.15,391.0,568.0,4.5,0.55,10000,1.0,20.0,50,25.0,20,20.0,Imported from Sorftime; ASIN B000P7SKKK; parent B000P7SKKK; brand Kohler
category:Fuel Lines,B0CDC5RT41,B0CDC5RT41,Strongthium 1/4 Fuel Line Hose Kit Gas Tube for Briggs and Stratton MTD Craftsman Troy Bilt Cub Cadet with 1/4 Gas Clamps Valve & Filters 6.6 FT,"['Patio, Lawn & Garden', 'lawn-garden']",US,12.99,3.64,1.04,4.47,0.15,281.0,225.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,20.0,Imported from Sorftime; ASIN B0CDC5RT41; parent B0CDC5RT41; brand Strongthium
