source_strategy,source_category_id,source_category_name,source_category_path,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,market_data_completeness,profit_data_confidence,evidence_confidence,evidence_grade,data_source_summary,profit_estimate_status,notes
category:Potato Ricers,678505011,Potato Ricers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Potato Mashers & Ricers > Potato Ricers,B0D5D2DPP7,,"LHS Stainless Steel Potato Ricer and Masher, Heavy Duty Commercial Food Masher, Ergonomic Comfort Grip, Extra Large Capacity, Dishwasher Safe (Orange)",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Potato Mashers & Ricers > Potato Ricers,US,19.99,5.6,1.6,6.37,0.15,1043.0,2219.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D5D2DPP7; brand LHS
category:Digital Scales,678508011,Digital Scales,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Measuring Tools & Scales > Kitchen Scales > Digital Scales,B09B4CB7C1,,"Greater Goods Coffee Scale with Timer, 0.1g Precision for Espresso & Matcha",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Measuring Tools & Scales > Kitchen Scales > Digital Scales,US,29.99,8.4,2.4,4.87,0.15,2489.0,2451.0,4.4,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09B4CB7C1; brand Greater Goods
category:Mechanical Scales,678509011,Mechanical Scales,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Measuring Tools & Scales > Kitchen Scales > Mechanical Scales,B00009WE4A,,"Taylor Analog Kitchen Scale Mechanical Food Scale, 22 lb Capacity, Multicolor",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Measuring Tools & Scales > Kitchen Scales > Mechanical Scales,US,24.96,6.99,2.0,6.58,0.15,481.0,1467.0,4.2,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B00009WE4A; brand Taylor
category:Manual Pasta Makers,17548249011,Manual Pasta Makers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Pasta & Pizza Tools > Pasta Makers & Accessories > Manual Pasta Makers,B0DLPM91S1,,"Sur La Table Kitchen Essential Va Bene Manual Pasta Maker Machine Noodle Maker w/Rollers & Cutters - Spaghetti, Fettuccini, Lasagna or Dumpling Skin - Stainless Steel/Juniper Green",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Pasta & Pizza Tools > Pasta Makers & Accessories > Manual Pasta Makers,US,39.99,11.2,3.2,8.3,0.15,580.0,288.0,4.4,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DLPM91S1; brand Sur La Table
category:Cheese Slicers,289760,Cheese Slicers,"Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Peeling, Grating & Slicing Tools > Mandolines & Slicers > Cheese Slicers",B0CSFKH2GQ,,"KITCHENDAO Replaceable Wire Cheese Slicer with Board and Measuring Grids,Tightness Adjustable Cheese Slicer, Stainless Steel Metal Cheese Cutter for Block Cheese, Dishwasher Safe, with 2 Extra Wires","Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Peeling, Grating & Slicing Tools > Mandolines & Slicers > Cheese Slicers",US,25.99,7.28,2.08,5.73,0.15,1331.0,1186.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CSFKH2GQ; brand KITCHENDAO
category:Egg Slicers,17548242011,Egg Slicers,"Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Peeling, Grating & Slicing Tools > Mandolines & Slicers > Egg Slicers",B0GWJ9MJZM,,"PowCube Egg Cracker, Silicone Egg Shell Opener, Cute Egg Shaped Design, Opens Eggs with Ease, A Little Happiness Boost for Your Kitchen (1, Red)","Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Peeling, Grating & Slicing Tools > Mandolines & Slicers > Egg Slicers",US,15.99,4.48,1.28,3.93,0.15,735.0,48.0,3.7,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GWJ9MJZM; brand PowCube
category:Mandolines,23616035011,Mandolines,"Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Peeling, Grating & Slicing Tools > Mandolines & Slicers > Mandolines",B0D8764385,,"Ourokhome Mandolin Slicer for Kitchen Food, Hand Safe Vegetable Shredder with 6 Mandoline Blades, Veggie Waffle Cutter for Potato, Carrot, Zucchini, Onion, Essential Kitchen Gadgets (6 in 1, Gray)","Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Peeling, Grating & Slicing Tools > Mandolines & Slicers > Mandolines",US,20.99,5.88,1.68,5.95,0.15,3024.0,1740.0,4.4,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D8764385; brand Ourokhome
category:Choppers,678514011,Choppers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Choppers & Mincers > Choppers,B0CF8KZVVV,,"Food Chopper, Handheld Veggie Chopper for Vegetable, Onion, Garlic, Nut, Hand Vegetable Cutter, Dishwasher-safe, Stainless Steel Blade, White.",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Choppers & Mincers > Choppers,US,23.99,6.72,1.92,5.36,0.15,871.0,988.0,4.2,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CF8KZVVV; brand Semcide
category:Garlic Peelers,678517011,Garlic Peelers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Garlic Tools > Garlic Peelers,B0DG3SL8ZN,,"GORILLA GRIP Garlic Peeler and Press Set, Heavy Duty Mincer, Black | Large Chamber for Cloves, Soft Comfortable Handle, Easily Mince and Crush Garlics, Nuts, Seeds, Ginger, Home Kitchen Gadgets",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Garlic Tools > Garlic Peelers,US,14.89,4.17,1.19,4.36,0.15,4828.0,1562.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DG3SL8ZN; brand GORILLA GRIP
category:Garlic Roasters,678519011,Garlic Roasters,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Garlic Tools > Garlic Roasters,B0D792WT3K,,"IPROUDER Cast Iron Garlic Roaster with Handle, Smoker Roaster, Garlic Cooker, Garlic Baker, Garlic Roasting Pot, Potato Baker, Mini Cocotte, Used in the Kitchen Oven or Outdoors on a BBQ Grill Stove",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Garlic Tools > Garlic Roasters,US,24.99,7.0,2.0,8.05,0.15,219.0,180.0,4.3,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D792WT3K; brand IPROUDER
category:Index Card Storage,12900921,Index Card Storage,Office Products > Office Supplies > Education & Crafts > Filing Products > Index Card Filing > Index Card Storage,B0DGQCB7NQ,,"H4D Index Card Holder 3x5, Index Card Box Organizer, 3 Pack, Pastel Colors",Office Products > Office Supplies > Education & Crafts > Filing Products > Index Card Filing > Index Card Storage,US,12.99,3.64,1.04,5.77,0.15,2300.0,921.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DGQCB7NQ; brand H4D
category:Outdoor Hanging Brackets,21208375011,Outdoor Hanging Brackets,"Patio, Lawn & Garden > Gardening > Pots, Planters & Container Accessories > Plant Container Accessories > Hooks & Hangers > Outdoor Hanging Brackets",B0BVLTB21J,,"FEED GARDEN 2 Pack 14 Inch Deck Hook, Deck Bird Feeder Hanger, Applicable Deck Thickness 1 Inch-3 Inch","Patio, Lawn & Garden > Gardening > Pots, Planters & Container Accessories > Plant Container Accessories > Hooks & Hangers > Outdoor Hanging Brackets",US,24.99,7.0,2.0,7.64,0.15,1885.0,2026.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BVLTB21J; brand FEED GARDEN
category:Outdoor Shepherd‘s Hooks,21208376011,Outdoor Shepherd‘s Hooks,"Patio, Lawn & Garden > Gardening > Pots, Planters & Container Accessories > Plant Container Accessories > Hooks & Hangers > Outdoor Shepherd‘s Hooks",B0DR889TDZ,,"Double Shepherds Hooks for Outdoor, Heavy Duty Bird Feeder Pole with 5-Prong Base - Rust-Proof, Adjustable Bird Feeder Hanger for Garden, Wedding Decor & Hanging Plants","Patio, Lawn & Garden > Gardening > Pots, Planters & Container Accessories > Plant Container Accessories > Hooks & Hangers > Outdoor Shepherd‘s Hooks",US,19.99,5.6,1.6,8.11,0.15,500.0,1006.0,4.3,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DR889TDZ; brand Surprizo
category:Empty Fuel Bottles,3401031,Empty Fuel Bottles,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Stove Accessories > Empty Fuel Bottles,B0CVQXZ7GK,,Mr. Heater Fuel Keg. - 1 lb. / 16 oz. Empty Refillable Propane Tank,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Stove Accessories > Empty Fuel Bottles,US,18.98,5.31,1.52,6.15,0.15,1137.0,2226.0,4.4,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CVQXZ7GK; brand Mr. Heater
category:Fire Starters,2204647011,Fire Starters,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Stove Accessories > Fire Starters,B0015QUCPG,,Party Favors Plus 50 Plain White Cover Wooden Matches Box Matches,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Stove Accessories > Fire Starters,US,19.99,5.6,1.6,3.6,0.15,891.0,1448.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,65,20,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0015QUCPG; brand Party Favors Plus
category:Replacement Fuel,3400961,Replacement Fuel,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Stove Accessories > Replacement Fuel,B07DVTCQ22,,"Worthington 310805 16.4 Oz. Propane Cylinder, Disposable",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Stove Accessories > Replacement Fuel,US,17.99,5.04,1.44,3.5,0.15,437.0,302.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,65,20,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07DVTCQ22; brand WORTHINGTON
category:Backpacking Stoves,19450135011,Backpacking Stoves,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Stoves & Grills > Backpacking Stoves,B007DBD3IU,,Solo Stove Lite - Portable Camping Hiking and Survival Stove | Powerful Efficient Wood Burning and Low Smoke | Gassification Rocket Stove for Quick Boil | Compact 4.2 Inches and Lightweight 9 Ounces,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Stoves & Grills > Backpacking Stoves,US,29.99,8.4,2.4,5.4,0.15,477.0,1495.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,65,20,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B007DBD3IU; brand Solo Stove
category:Storage,3397571,Storage,Sports & Outdoors > Sports > Boating & Sailing > Boating > Boat Cabin Products > Storage,B0DPG49CZT,,"ProSSS 2PC Boat 10“*7“ Self-Adhesive Storage Mesh Bag,Marine Organizer for Tools & Boat Accessories,Waterproof Strong Adhesive Backing, Easy to Install & Remove,Keep Your Boat Tidy and Items Secure",Sports & Outdoors > Sports > Boating & Sailing > Boating > Boat Cabin Products > Storage,US,16.99,4.76,1.36,3.5,0.15,1763.0,289.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,65,20,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DPG49CZT; brand ProSSS
category:Cleaning Tools,3398891,Cleaning Tools,Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Cleaning Tools,B0000AY4SE,,"STAR BRITE 8-Inch Medium Bristle Wash Brush for Boat, RV & Auto",Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Cleaning Tools,US,23.59,6.61,1.89,4.25,0.15,578.0,579.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,65,20,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0000AY4SE; brand STAR BRITE
category:Tools,3398991,Tools,Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Tools,B07W6XFLT5,,"Zipper Wax Zip Lube, Marine Grade Zipper Lubricant Stick and Tool for Boat | Canvas, Bimini Snaps, Metal Zippers, Jackets, Coolers, Vinyl Panels, Wetsuits, Drysuits, No Oil Mess",Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Tools,US,13.99,3.92,1.12,3.93,0.15,731.0,1210.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07W6XFLT5; brand Better Boat
category:Spoke Tools,10208099011,Spoke Tools,Sports & Outdoors > Sports > Cycling > Wheels & Accessories > Spokes & Parts > Spoke Tools,B0FGCNDBYJ,,"Pawfly Bike Spoke Wrench Tool Kit with Tire Levers, Rim Truing Repair Set | Professional Bike Wheel Rim Correct & Spoke Adjustment Repair Kit for Bicycles",Sports & Outdoors > Sports > Cycling > Wheels & Accessories > Spokes & Parts > Spoke Tools,US,12.99,3.64,1.04,3.26,0.15,767.0,118.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FGCNDBYJ; brand Pawfly
category:Tools,3416231,Tools,"Sports & Outdoors > Sports > Skates, Skateboards & Scooters > Skateboarding > Accessories > Tools",B09MSJQRFR,,"Kami-So Roller Skate Bearing Tool | Precision Bearings Removal Tool | Roller Skate, Scooter Accessories | Compact Portable Design | Universal Fit, Durable, Lightweight, Easy-to-Use Kit | Purple Logo","Sports & Outdoors > Sports > Skates, Skateboards & Scooters > Skateboarding > Accessories > Tools",US,12.99,3.64,1.04,3.92,0.15,207.0,137.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09MSJQRFR; brand Kami-So
category:Ball Storage,12118748011,Ball Storage,Sports & Outdoors > Sports > Team Sports > Basketball > Accessories > Ball Storage,B0D5VDLN77,,"URMMIY Garage Ball Storage Rack for Basketball & Soccer, Metal Wall-Mount | Durable wall-mounted ball organizer stores basketballs, soccer balls and more in garages, gyms, playrooms and basements",Sports & Outdoors > Sports > Team Sports > Basketball > Accessories > Ball Storage,US,26.99,7.56,2.16,8.21,0.15,918.0,239.0,4.4,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D5VDLN77; brand URMMIY
category:Indoor Paddleboard Storage,10208160011,Indoor Paddleboard Storage,Sports & Outdoors > Sports > Water Sports > Surfing > Stand-Up Paddleboarding > Indoor Paddleboard Storage,B09XQRBR2P,,"GEEDAR Heavy Duty Garage Storage Hooks -120 LB Capacity, 4packs, 15“ Wall Mounted Rack for Hanging Kayak, Paddle Board, Ladders, Bikes Enforced Kayak Storage Hanger",Sports & Outdoors > Sports > Water Sports > Surfing > Stand-Up Paddleboarding > Indoor Paddleboard Storage,US,27.99,7.84,2.24,8.12,0.15,264.0,1805.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09XQRBR2P; brand GEEDAR
category:Toilet Assistance Cushions,8624797011,Toilet Assistance Cushions,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Assistance Cushions,B0F17PFW6G,,"Padded Toilet Seat Cushion with 2-Inch High-Density Foam & Waterproof PU Fabric, U-Shape Padded Toilet Cushion - Secure Hook & Loop Tape, Fits Standard Toilets (Grey)",Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Assistance Cushions,US,29.99,8.4,2.4,8.02,0.15,428.0,147.0,4.1,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F17PFW6G; brand DOMSCIEN
category:Toilet Assistance Steps,8624798011,Toilet Assistance Steps,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Assistance Steps,B0CMLC665P,,"ROMGUAR CRAFT 7 Inch Bamboo Toilet Stool, Foldable Poop Stool, Bathroom Step Stool Squat (Black)",Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Assistance Steps,US,21.84,6.12,1.75,8.06,0.15,4074.0,1275.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CMLC665P; brand ROMGUAR CRAFT
category:Toilet Safety Frames & Rails,3775391,Toilet Safety Frames & Rails,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Safety Frames & Rails,B0C8P6DFV8,,"PELEGON Toilet Safety Rails (350 lb) - Adjustable Toilet Safety Frame & Rails, Toilet Safety Rail for Elderly Adults, Toilet Handles for Seniors, Toilet Bars for Elderly & Handicap",Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Safety Frames & Rails,US,69.97,19.59,5.6,9.56,0.15,4057.0,1732.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0C8P6DFV8; brand PELEGON
category:Tool Holsters,553582,Tool Holsters,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,B0CBD4HTHW,,"Spider Tool Holster, Self-Locking Pro Tool Holster, Includes 2 Drill Pins | Quick-Draw Multi Tool Holder, Clips to Any Tool Belt, Ambidextrous Lock, Compatible with Major Power Drill & Driver Brands",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,US,34.99,9.8,2.8,3.93,0.15,815.0,390.0,4.2,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CBD4HTHW; brand Spider
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B0CLYN2NWP,,"Klein Tools MODbox Tool Pouch, Electrician Bag, Quickly Attach and Release from Tool Belts and MODBox Rail System",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,19.98,5.59,1.6,6.38,0.15,964.0,329.0,4.2,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CLYN2NWP; brand KLEIN TOOLS
category:Tool Trays,15709201,Tool Trays,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Trays,B0CZQJL89S,,"SWANLAKE Socket Organizer Set 18-Piece, 1/4-Inch x 96 Clips, 3/8-Inch x 90 Clips, 1/2-Inch x 72 Clips, Socket Organizer for Tool Box Drawer, Drive Socket Trays, Socket Holder Clip Rail",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Trays,US,29.99,8.4,2.4,7.76,0.15,2610.0,742.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CZQJL89S; brand SWANLAKE GARDEN TOOLS
category:Decorative Garden Stools,3563985011,Decorative Garden Stools,"Patio, Lawn & Garden > Outdoor Décor > Decorative Garden Stools",B0CCCZZ33J,,"HDANI Wooden Stool Set of 2 for Adults,300lbs Load Capacity Garden Round Wood Stool,Non-Slip Small Step Stool for Plant Stand,Kitchen,Bathroom and Bedroom,Brown","Patio, Lawn & Garden > Outdoor Décor > Decorative Garden Stools",US,45.99,12.88,3.68,10.59,0.15,277.0,474.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CCCZZ33J; brand HDANI
category:Mop Handles,14253971,Mop Handles,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Accessories > Mop Handles,B0G526LZPR,,"KalTell 2PK Commercial Quick-Change Iron Mop Handle, Heavy Duty Mop Head Replacement Holder for Wet Mop Floor Cleanig, Janitor Supplies",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Accessories > Mop Handles,US,34.99,9.8,2.8,7.72,0.15,755.0,6.0,4.0,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G526LZPR; brand KalTell
category:Refill Sponges,695492011,Refill Sponges,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Accessories > Refill Sponges,B00FF1QQBG,,"Libman Nitty Gritty Roller Mop Refill pack, 2 Count (Pack of 1)",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Accessories > Refill Sponges,US,16.57,4.64,1.33,4.9,0.15,491.0,2137.0,4.4,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B00FF1QQBG; brand LIBMAN COMMERCIAL
category:Replacement Heads,695491011,Replacement Heads,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Accessories > Replacement Heads,B0CT88PHMJ,,"KeFanta Mop for Floor Cleaning,2 Pcs Cotton String Wet Replacement Head | Mops Refill Compatible with Microfiber Cloth Mop & 0.8“ Diameter Mops Handle(1 Handle & 2 Heads)",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Accessories > Replacement Heads,US,13.97,3.91,1.12,5.94,0.15,1553.0,2131.0,4.3,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CT88PHMJ; brand KeFanta
category:Replacement Mop Pads,23537025011,Replacement Mop Pads,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Accessories > Replacement Mop Pads,B0DDTG56Z3,,12 Pack Disposable Power Mop Refills for Swiffer Power Mop,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Accessories > Replacement Mop Pads,US,12.06,3.38,0.96,5.36,0.15,4056.0,828.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DDTG56Z3; brand Chyodi
category:Dust Mops,23537023011,Dust Mops,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > Dust Mops,B0G7G9BGXH,,"ZHAYAO Sweeper Mop System with 3 Reusable Microfiber Mop Pads | Dry and Wet Multi Surface Floor Cleaner, Includes 1 Mop + 3 Washable Refills for Hardwood, Tile, and Laminate Floor Cleaning",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > Dust Mops,US,16.99,4.76,1.36,5.77,0.15,2591.0,333.0,4.3,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G7G9BGXH; brand ZHAYAO
