source_strategy,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,market_data_completeness,profit_data_confidence,evidence_confidence,evidence_grade,data_source_summary,profit_estimate_status,notes
category:Cupcake Carriers,B0GDDP8GZM,B0H5VPSS3X,"12 Count x 12 Sets Cupcake Carrier With 150 Pack Liners, Stackable Plastic Cupcake Containers Boxes Holder with Tall Dome Lid, Disposable Cupcake Storage Trays","['Kitchen & Dining', 'kitchen']",US,17.99,5.04,1.44,8.31,0.15,1136.0,93.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GDDP8GZM; parent B0H5VPSS3X; brand Lendex
category:Cupcake Carriers,B0FDKXNH4H,B0GLDTB62N,"Plastic Cupcake Containers 12 Count (12 Sets), Stackable Cupcake Boxes Holders with Tall Dome Lid, Disposable Cupcake Carrier Trays Include 150 Cupcake Liners","['Kitchen & Dining', 'kitchen']",US,17.99,5.04,1.44,8.13,0.15,1084.0,244.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FDKXNH4H; parent B0GLDTB62N; brand JPPSUJJ
category:Cupcake Carriers,B0F83X6C1Q,B0F82PZFHY,"Bakepacker Auto-pop up 12 Cupcake Containers 6-Packs Brown Cupcakes Carrier, 12 Cupcake Boxes with Window 13“x10“x3.5“","['Kitchen & Dining', 'kitchen']",US,12.98,3.63,1.04,6.37,0.15,953.0,229.0,4.5,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F83X6C1Q; parent B0F82PZFHY; brand Bakepacker
category:Cupcake Carriers,B0D5DWYD4M,B0C4293VM7,"EXTRA TALL DOME 24 Cupcake Carrier, Green Cupcake Holder Carries 24 Cupcake Storage Container, Muffin Traveler Two Tier Stand Reusable Cupcake Box","['Kitchen & Dining', 'kitchen']",US,29.99,8.4,2.4,9.36,0.15,932.0,868.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D5DWYD4M; parent B0C4293VM7; brand MosJos
category:Cupcake Carriers,B0G3PKRM2R,B0G3PK47G6,"24 Pack x 10 Sets Count Cupcake Containers, Plastic Disposable Cupcake Boxes Holder, Stackable Clear Cupcake Carrier with High Tall Dome Lid","['Kitchen & Dining', 'kitchen']",US,19.99,5.6,1.6,9.36,0.15,760.0,92.0,4.3,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G3PKRM2R; parent B0G3PK47G6; brand PYYZHALI
category:Cupcake Carriers,B0B127LZ2T,B09S9YGVQM,"Patelai 50 Pcs Clear Plastic Mini Cupcake Container, Mini Cupcake Box Muffin Dome Muffin Single Container Box for Wedding Birthday Cheese Pastry Dessert Cake (Gold)","['Kitchen & Dining', 'kitchen']",US,12.99,3.64,1.04,4.47,0.15,755.0,656.0,4.3,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0B127LZ2T; parent B09S9YGVQM; brand Patelai
category:Cupcake Carriers,B0GWDNC6RY,B0GWDYB963,"12 Pack x 20 Sets Plastic Cupcake Containers, Stackable Cupcake Boxes Holders with Tall Dome Lid, Disposable Clear Cupcake Carrier Trays for Bakery Transport","['Kitchen & Dining', 'kitchen']",US,21.99,6.16,1.76,8.69,0.15,679.0,48.0,3.9,0.55,10000,1.0,20.0,50,25.0,20,65,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GWDNC6RY; parent B0GWDYB963; brand JPPSUJJ
category:Cupcake Carriers,B0BL86T1T7,B0BL86T1T7,"Gencywe (24 Pack x 10 Sets) Stackable Cupcake Carrier Holders with 240 Pack Cupcake Liners, Plastic Cupcake Boxes Holders for 24 Cupcakes, High Tall Dome Lid Cupcake Containers, Clear Cupcake Trays","['Kitchen & Dining', 'kitchen']",US,20.99,5.88,1.68,9.23,0.15,648.0,1212.0,4.4,0.55,10000,1.0,20.0,50,25.0,20,65,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BL86T1T7; parent B0BL86T1T7; brand Gencywe
category:Cupcake Carriers,B0B64X52C1,B0B6529JK4,"Bakepacker Auto-pop Up Cupcake Boxes with Window White 12PCS 12 Count Cupcake Box 13“x10“x3.5“ Cupcakes Carrier, 12 Cupcake Containers with rolls of pink ribbons","['Kitchen & Dining', 'kitchen']",US,19.98,5.59,1.6,7.98,0.15,643.0,904.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0B64X52C1; parent B0B6529JK4; brand Bakepacker
category:Cupcake Carriers,B0B3HBHTD7,B0H1LYFQJN,100 Set 3“ Mini Cupcake Containers Plastic Holders with Lids | Cupcake Boxes Muffin Pod Dome Flan Dessert Single Individual Container Box for Wedding Birthday Party Gifts Supplies,"['Kitchen & Dining', 'kitchen']",US,16.99,4.76,1.36,6.21,0.15,571.0,216.0,4.1,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0B3HBHTD7; parent B0H1LYFQJN; brand GothaBach
category:Cupcake Carriers,B0CL4QLR88,B0CL4MCLVK,"NPLUX 10 Pack 24 Count Cupcake Containers Clear Plastic Stackable Dome Lids | 10Pack Holds 240 Cupcakes, Clear PET Plastic, 17 x 12.5 X 3.5in, Tall Lid Space, Stackable for Small Parties, Birthday Favors","['Kitchen & Dining', 'kitchen']",US,21.99,6.16,1.76,9.64,0.15,526.0,554.0,4.0,0.55,10000,1.0,20.0,50,25.0,20,65,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CL4QLR88; parent B0CL4MCLVK; brand NPLUX
category:Cupcake Carriers,B0F83WSGV6,B0FY5JQVF6,Bakepacker Auto-pop up Cupcake Boxes 30-Packs Individual Cupcake Container White 3.5“ x 3.5“ x 3.5“ Single Cupcake Boxes,"['Kitchen & Dining', 'kitchen']",US,12.98,3.63,1.04,5.74,0.15,524.0,177.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F83WSGV6; parent B0FY5JQVF6; brand Bakepacker
category:Cupcake Carriers,B0DP4GR6QB,B0DP93Q7ZG,"WIKDAY Plastic Cupcake Containers, 24 Count x 10 Sets | Clear Cupcake Holder with Lids, Disposable Cupcake Carrier for Bakery, Storage Box for Parties, Bake Sale Packaging","['Kitchen & Dining', 'kitchen']",US,21.99,6.16,1.76,9.26,0.15,510.0,386.0,4.1,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DP4GR6QB; parent B0DP93Q7ZG; brand WIKDAY
category:Cupcake Carriers,B0D3F29BJ7,B0D3DH3LVF,"NPLUX 20 Pack 4 - Count Cupcake Containers for 80 Muffins | Compartment Holder, Connected Airtight Lid, Boxes, Cupcakes, Muffins, BPA Free, Standard Size","['Kitchen & Dining', 'kitchen']",US,15.19,4.25,1.22,7.93,0.15,444.0,177.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D3F29BJ7; parent B0D3DH3LVF; brand NPLUX
category:Cupcake Carriers,B0B38D53N6,B0C9Z47NN4,"Yeplan 50 Packs Cupcake Boxes,9.4x6.1x3.14 Inches 6 Count Cupcake Box,White Cupcake Containers with Clear Window and Six Treat Holder,Pastry and Cookie Boxes,Bakery Boxes","['Kitchen & Dining', 'kitchen']",US,22.99,6.44,1.84,8.29,0.15,426.0,327.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,65,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0B38D53N6; parent B0C9Z47NN4; brand Yeplan
category:Cupcake Carriers,B09W7PDVSJ,B09QPLT9H8,qiqee 60pcs Cupcake Boxes Individual Disposable White Single Box with Window 3.6 * 3.6 * 4.3inch Cupcake Containers/Holders,"['Kitchen & Dining', 'kitchen']",US,18.98,5.31,1.52,8.03,0.15,425.0,784.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09W7PDVSJ; parent B09QPLT9H8; brand qiqee
category:Cupcake Carriers,B0G49PXYDW,B0G49YVP3F,"WIKDAY Plastic Cupcake Containers with Liners, 24 Count x 15 Sets | Clear Cupcake Holder with Lids, Disposable Cupcake Carrier for Bakery, Storage Box for Parties, Bake Sale Packaging","['Kitchen & Dining', 'kitchen']",US,26.99,7.56,2.16,10.23,0.15,401.0,70.0,4.3,0.55,10000,1.0,20.0,50,25.0,20,65,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G49PXYDW; parent B0G49YVP3F; brand WIKDAY
category:Cupcake Carriers,B09YVQ1WKD,B0DP82DJP2,Plastic Cupcake Containers Boxes | 6 Compartment – 42 Pack | Disposable High Dome Dozen Cupcake Holder With Lid Bulk | Extra Sturdy Stackable Cupcake Boxes | Durable Muffin Packaging Transporter To Go,"['Kitchen & Dining', 'kitchen']",US,19.99,5.6,1.6,8.98,0.15,398.0,384.0,4.0,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09YVQ1WKD; parent B0DP82DJP2; brand Supellectilem
category:Cupcake Carriers,B0DL2SJ6M7,B0DL2SJ6M7,"Coloch 50 Pack Clear Cupcake Box, 4 Cavity Plastic Cupcake Holder with Deep Dome Disposable 4-Compartment Dessert Container Bakery Carrying Box for Bakery, Cupcake","['Kitchen & Dining', 'kitchen']",US,22.99,6.44,1.84,8.22,0.15,392.0,76.0,4.4,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DL2SJ6M7; parent B0DL2SJ6M7; brand Coloch
category:Cupcake Carriers,B09ZNP2KHB,B0CL2HTCWV,"TOFLEN Mini Dessert Containers with Dome Lids, 100Pcs, Gold Base | Clear Plastic Individual Ore Cookie holder, Small Cake Box, For Mini Cupcake, Cocoa Bomb, Strawberry, Cheesecake and Mooncake","['Kitchen & Dining', 'kitchen']",US,15.99,4.48,1.28,6.21,0.15,391.0,675.0,4.1,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09ZNP2KHB; parent B0CL2HTCWV; brand TOFLEN
category:Cupcake Carriers,B0D3HD33VB,B0D9LRCP8Y,"EUSOAR Disposable Clear Cupcake Containers, 50pcs 3.5 Inch Plastic Individual Cupcake Carrier with Ribbon and Inserts, Single Transparent Cupcake Holder with Lids Storage for Cake Dessert-Gold","['Kitchen & Dining', 'kitchen']",US,23.39,6.55,1.87,7.13,0.15,379.0,288.0,4.5,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D3HD33VB; parent B0D9LRCP8Y; brand EUSOAR
category:Cupcake Carriers,B0DP488NGV,B0DP8Y88HL,"WIKDAY Plastic Cupcake Containers, 12 Count x 12 Sets | Durable and BPA-Free Cupcake Holder with Lid for Easy Transport Storage, Stackable Cupcake Carriers, Reusable Dessert Boxes","['Kitchen & Dining', 'kitchen']",US,18.99,5.32,1.52,8.21,0.15,377.0,339.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DP488NGV; parent B0DP8Y88HL; brand WIKDAY
category:Cupcake Carriers,B0FFGNYVP5,B0FFGG9JYQ,"20 Pack 6 - Count Cupcake Containers with Tall Dome Lids | 20 Clear 6-Count PET Cupcake Containers with Tall Dome Lids and 120 Liners, for Home Bakers, Parties, and Small Catering Jobs","['Kitchen & Dining', 'kitchen']",US,15.99,4.48,1.28,7.68,0.15,358.0,30.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FFGNYVP5; parent B0FFGG9JYQ; brand LOKQING
category:Cupcake Carriers,B0CM6669P7,B0CYGKLB2W,"NPLUX 30 Pack 6 - Count Cupcake Containers with Tall Dome Lids | Clear Plastic Holders, Stackable Boxes, Detachable Closure, BPA Free, Standard Size, Bakery Counters","['Kitchen & Dining', 'kitchen']",US,18.99,5.32,1.52,8.12,0.15,342.0,325.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CM6669P7; parent B0CYGKLB2W; brand NPLUX
category:Cupcake Carriers,B0F16F8H59,B0HBZXKJ68,"JOEY‘Z EXTRA TALL Cupcake Carrier 24 Count, 24 Cupcake Holder with Lid | Spacious 3.5” Tall Tiers Fit 24 Tall Frosted Cupcakes Won‘t Smush! Cupcakes Containers Muffin Storage Container/Muffin Holder","['Kitchen & Dining', 'kitchen']",US,28.99,8.12,2.32,9.36,0.15,339.0,159.0,4.5,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F16F8H59; parent B0HBZXKJ68; brand JOEY’Z
category:Cupcake Carriers,B0G49Q9B4R,B0G4B8GKK9,"WIKDAY 6 Count Cupcake Containers Boxes with Lids, 40 Pack | Plastic Cupcake Holders, Cupcake Carriers with Liners, Muffin Holders Stackable, For Birthdays, Bake Sales, Family Parties","['Kitchen & Dining', 'kitchen']",US,21.99,6.16,1.76,8.5,0.15,321.0,63.0,4.5,0.55,10000,1.0,20.0,50,25.0,20,65,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G49Q9B4R; parent B0G4B8GKK9; brand WIKDAY
category:Cupcake Carriers,B08ZXHPGS4,B0FT2CP9JF,"TOFLEN Individual Cupcake Containers, 100ct | Clear Plastic Cupcake Holders, Single Cupcake Carrier with Dome Lid, For Dessert To-Go, Muffin, Cheesecake, Pastries","['Kitchen & Dining', 'kitchen']",US,13.99,3.92,1.12,6.78,0.15,317.0,692.0,3.9,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B08ZXHPGS4; parent B0FT2CP9JF; brand TOFLEN
category:Cupcake Carriers,B0D7BFJWFN,B0G7ZJDGL7,"Zezzxu 100 Pack Individual Cupcake Containers, Clear Plastic Cupcake Holders with Dome Lids, Single Cupcake Carriers for Cupcakes, Hot Cocoa Bombs, Muffins, Pastries","['Kitchen & Dining', 'kitchen']",US,14.97,4.19,1.2,6.59,0.15,294.0,263.0,4.2,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D7BFJWFN; parent B0G7ZJDGL7; brand Zezzxu
category:Cupcake Carriers,B0D5472132,B0F9YFWWF8,"Honeydak 50 Sets Mini Cake Containers with Lids, Favor Boxes Forks,Gold | Clear Packaging Containers for Wedding Party Favors, Dessert Display, Includes Thank You Tags, Eucalyptus Leaves, Twine","['Kitchen & Dining', 'kitchen']",US,22.94,6.42,1.84,6.38,0.15,263.0,121.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D5472132; parent B0F9YFWWF8; brand Honeydak
category:Cupcake Carriers,B08NJWG75C,B08NJWG75C,"Bekith 150 Pack Individual Cupcake Containers, Plastic Cupcake Holder with Lid, Single Cupcake Boxes, Muffin Container for Party, Stackable","['Kitchen & Dining', 'kitchen']",US,20.99,5.88,1.68,8.22,0.15,260.0,624.0,4.4,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B08NJWG75C; parent B08NJWG75C; brand Bekith
category:Cupcake Carriers,B0FFBFLHHB,B0G2Y8SNJZ,"24 Count Corrugated Cupcake Box, 8 Pack Cupcake Containers with Windows, Disposable Cupcake Carriers for Muffins, Treats, Pastries, Mother’s Day 19 x 14 x 3.9 Inches (White, 24Count /8Pcs)","['Kitchen & Dining', 'kitchen']",US,35.99,10.08,2.88,14.06,0.15,257.0,54.0,4.2,0.55,10000,1.0,20.0,50,25.0,20,65,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FFBFLHHB; parent B0G2Y8SNJZ; brand CHENZEM
category:Cupcake Carriers,B0GYZDLKVD,B0H5CK7R5V,"Cupcake Carrier 24 Count, Cupcake Holder With Lid And Handles, 2-Layer Cupcakes Storage Containers, Cupcake Transport Container, Cupcake Box With Portable Insulated Bag And 200pcs Cupcake Liners","['Kitchen & Dining', 'kitchen']",US,32.99,9.24,2.64,9.84,0.15,250.0,34.0,4.2,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GYZDLKVD; parent B0H5CK7R5V; brand FROZLOCK
category:Cupcake Carriers,B0CLD8FYW7,B0CMZZMG9J,Whaline 100 Sets Disposable Individual Charcuterie Cup Clear Plastic Cupcake Container with Mini Wooden Spork Rope for Graduation Dessert Display Charcuterie Grazing Table Catered Wedding (4.3*4.2in),"['Kitchen & Dining', 'kitchen']",US,29.99,8.4,2.4,8.21,0.15,237.0,413.0,4.1,0.55,10000,1.0,20.0,50,25.0,20,45,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CLD8FYW7; parent B0CMZZMG9J; brand Whaline
category:Cupcake Carriers,B0CL4P4WJW,B0CL4LDHX8,"NPLUX 10 Pack 24 Count Cupcake Containers Clear Plastic Stackable Tall Lids | 10 Pack with 240 Liners Holds 240 Cupcakes, Standard Size, Clear Plastic, Easy to Transport, Stackable for Small Parties","['Kitchen & Dining', 'kitchen']",US,21.75,6.09,1.74,9.55,0.15,233.0,259.0,4.1,0.55,10000,1.0,20.0,50,25.0,20,65,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CL4P4WJW; parent B0CL4LDHX8; brand NPLUX
category:Cupcake Carriers,B0D3DB87MF,B0D3F5BKDY,NPLUX 25 Pack 2 - Count Cupcake Containers with Tall Dome Lids,"['Kitchen & Dining', 'kitchen']",US,14.79,4.14,1.18,6.58,0.15,224.0,148.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D3DB87MF; parent B0D3F5BKDY; brand NPLUX
category:Cupcake Carriers,B0DQ5MHPZK,B0F3Y1WJH7,"JCD 3 Pcs Bento Clear Boxes 1 mini Cake and 8 Cupcakes Box Cake Cupcake Combo Box Rectangle Cupcake Holder for Treats, Dessert Boxes, Muffins (1+8/3Pcs)","['Kitchen & Dining', 'kitchen']",US,18.99,5.32,1.52,7.21,0.15,215.0,247.0,4.3,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DQ5MHPZK; parent B0F3Y1WJH7; brand JCD
category:Cupcake Carriers,B0D3G1FPD4,B0D3H66HVB,"NPLUX White Cupcake Carrier Cupcake Holder with Lid, Cake Container","['Kitchen & Dining', 'kitchen']",US,18.99,5.32,1.52,8.03,0.15,214.0,129.0,4.2,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D3G1FPD4; parent B0D3H66HVB; brand NPLUX
category:Cupcake Carriers,B0BWNBYYQ7,B0H4VRB9DL,100 PCS Cupcake Boxes 4 Count Cupcake Containers Brown Kraft Paper Cupcake Boxes Treat Boxes with Insert 4 Cavity for Muffins Cookies Cupcakes Macarons Donuts（6x6x3 Inch）,"['Kitchen & Dining', 'kitchen']",US,35.99,10.08,2.88,9.39,0.15,213.0,84.0,4.4,0.55,10000,1.0,20.0,50,25.0,20,65,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BWNBYYQ7; parent B0H4VRB9DL; brand Oungy
category:Food Dispensers,B0CL37PFJ8,B0CL37PFJ8,"Coffee Bar Accessories,Coffee Syrup Dispenser with Labels for Coffee Bar,Pack of 4,Total 67.6 oz (Gold Pump)","['Kitchen & Dining', 'kitchen']",US,20.67,5.79,1.65,8.65,0.15,2353.0,1582.0,4.2,0.55,10000,1.0,20.0,50,25.0,20,65,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CL37PFJ8; parent B0CL37PFJ8; brand MHDCLY
category:Food Dispensers,B0DDBJCVXB,B0GMNXZ2CX,"BathAce Coffee Syrup Dispenser for Coffee Bar, Clear Glass Syrup Bottles with Pump, Refillable Maple Syrup Storage, Coffee Station Accessories and Organizer, 500ml, Set of 2 (Chrome Finish)","['Kitchen & Dining', 'kitchen']",US,14.99,4.2,1.2,7.18,0.15,832.0,186.0,4.4,0.55,10000,1.0,20.0,50,25.0,20,65,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DDBJCVXB; parent B0GMNXZ2CX; brand BathAce
category:Food Dispensers,B0C1ZFBZ3T,B0DZXNMCFW,"GMISUN Coffee Syrup Dispenser, 16.9 fl oz Syrup Pump Dispenser for Coffee Bar Accessories, Square Glass Syrup Bottle for Coffee Bar Essentials, Simple Maple Syrup Bottles with ¼oz Large Capacity Pump","['Kitchen & Dining', 'kitchen']",US,15.99,4.48,1.28,6.37,0.15,679.0,385.0,4.3,0.55,10000,1.0,20.0,50,25.0,20,65,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0C1ZFBZ3T; parent B0DZXNMCFW; brand gmisun
category:Food Dispensers,B0BGRWHLK5,B0D5QXJ1J6,"MR.SIGA Airtight Cereal Dispenser Set, Storage Containers for Dry Goods | BPA Free clear plastic storage containers for pantry, great for nuts beans, snacks, medium, 1.6 L (1.69 Qt), 2 pack","['Kitchen & Dining', 'kitchen']",US,27.99,7.84,2.24,7.73,0.15,619.0,677.0,4.3,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BGRWHLK5; parent B0D5QXJ1J6; brand MR.SIGA
category:Food Dispensers,B0BHPQJV1P,B0BT86JMJ5,Cereal Dispenser Countertop 2 Pack 5.5 Qt Large Cereal Storage Container,"['Kitchen & Dining', 'kitchen']",US,36.99,10.36,2.96,10.03,0.15,588.0,631.0,4.2,0.55,10000,1.0,20.0,50,25.0,20,65,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BHPQJV1P; parent B0BT86JMJ5; brand Mivvosakuki
category:Food Dispensers,B0BZH2WV1J,B0BZGPSWJL,Shining Craft Syrup Dispenser Bottles Set 3 Packs 5 OZ Simple Small Syrup Bottles Set with Upgrade Metal Pour Spout SC057 (3 Pack),"['Kitchen & Dining', 'kitchen']",US,14.98,4.19,1.2,5.92,0.15,564.0,334.0,4.5,0.55,10000,1.0,20.0,50,25.0,20,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BZH2WV1J; parent B0BZGPSWJL; brand Shining Craft
category:Food Dispensers,B0CL37GYQN,B0GYYJCSP8,"Coffee Bar Accessories,MHDCLY Coffee Syrup Dispenser - 4pack,16.9oz Syrup Dispenser with Labels ，Syrup Pump Dispenser for Coffee Bar(Black Pump)","['Kitchen & Dining', 'kitchen']",US,24.97,6.99,2.0,8.5,0.15,537.0,276.0,4.5,0.55,10000,1.0,20.0,50,25.0,20,65,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CL37GYQN; parent B0GYYJCSP8; brand MHDCLY
category:Food Dispensers,B0D2XNMFCR,B0DTTP8SLP,"Coffee Syrup Dispenser-4pack,16.9 oz 500ml,Coffee Bar Accessories,Syrup Pump Dispenser for Coffee Bar,Contains Cleaning Tools, Funnel","['Kitchen & Dining', 'kitchen']",US,21.39,5.99,1.71,8.3,0.15,517.0,414.0,4.6,0.55,10000,1.0,20.0,50,25.0,20,65,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D2XNMFCR; parent B0DTTP8SLP; brand CNWSGEM
