source_strategy,source_category_id,source_category_name,source_category_path,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,market_data_completeness,profit_data_confidence,evidence_confidence,evidence_grade,data_source_summary,profit_estimate_status,notes
category:Cups & Mugs,3400731,Cups & Mugs,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Cups & Mugs,B0D94QC2J6,,16 oz Stainless Steel Pint Cups-Stackable Metal Drinking Glasses 4 Pcs,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Cups & Mugs,US,18.99,5.32,1.52,4.11,0.15,1121.0,309.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D94QC2J6; brand VINUR
category:Mess Kits,3400751,Mess Kits,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Mess Kits,B0B3HC5J77,,"Odoland Stainless Steel Camping Mess Kit for Outdoor Family & Person | Cooking Tableware Utensils with Plates Bowls Forks Spoons Knives & Savings Bag for Camping, Backpacking, Hiking, Picnic",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Mess Kits,US,26.99,7.56,2.16,6.58,0.15,1944.0,598.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0B3HC5J77; brand Odoland
category:Backpacking Stoves,19450135011,Backpacking Stoves,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Stoves & Grills > Backpacking Stoves,B007DBD3IU,,Solo Stove Lite - Portable Camping Hiking and Survival Stove | Powerful Efficient Wood Burning and Low Smoke | Gassification Rocket Stove for Quick Boil | Compact 4.2 Inches and Lightweight 9 Ounces,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Stoves & Grills > Backpacking Stoves,US,29.99,8.4,2.4,5.4,0.15,477.0,1495.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,65,20,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B007DBD3IU; brand Solo Stove
category:Storage,3397571,Storage,Sports & Outdoors > Sports > Boating & Sailing > Boating > Boat Cabin Products > Storage,B0GJ8HW2VB,,"QualyQualy Boat Rail Cup Holder 2 Pack, No-Drill Clamp-On Marine Cup Holders 360° Adjustable for Pontoon Boat, Bimini Top, Grab Bar, PWC, Jet Ski, Fits Round & Square Rails 15-40mm, Boat Gifts for Men",Sports & Outdoors > Sports > Boating & Sailing > Boating > Boat Cabin Products > Storage,US,18.99,5.32,1.52,5.77,0.15,1342.0,53.0,4.4,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GJ8HW2VB; brand QualyQualy
category:Cleaning Tools,3398891,Cleaning Tools,Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Cleaning Tools,B0000AY4SE,,"STAR BRITE 8-Inch Medium Bristle Wash Brush for Boat, RV & Auto",Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Cleaning Tools,US,23.59,6.61,1.89,4.25,0.15,578.0,579.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,65,20,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0000AY4SE; brand STAR BRITE
category:Tools,3398991,Tools,Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Tools,B07W6XFLT5,,"Zipper Wax Zip Lube, Marine Grade Zipper Lubricant Stick and Tool for Boat | Canvas, Bimini Snaps, Metal Zippers, Jackets, Coolers, Vinyl Panels, Wetsuits, Drysuits, No Oil Mess",Sports & Outdoors > Sports > Boating & Sailing > Boating > Maintenance Supplies > Tools,US,13.99,3.92,1.12,3.93,0.15,731.0,1210.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07W6XFLT5; brand Better Boat
category:Indoor Paddleboard Storage,10208160011,Indoor Paddleboard Storage,Sports & Outdoors > Sports > Water Sports > Surfing > Stand-Up Paddleboarding > Indoor Paddleboard Storage,B09XQRBR2P,,"GEEDAR Heavy Duty Garage Storage Hooks -120 LB Capacity, 4packs, 15“ Wall Mounted Rack for Hanging Kayak, Paddle Board, Ladders, Bikes Enforced Kayak Storage Hanger",Sports & Outdoors > Sports > Water Sports > Surfing > Stand-Up Paddleboarding > Indoor Paddleboard Storage,US,27.99,7.84,2.24,8.12,0.15,264.0,1805.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09XQRBR2P; brand GEEDAR
category:Raised Toilet Seats,3775401,Raised Toilet Seats,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Raised Toilet Seats,B01IQCJP5Y,,"Medline 5“ Elongated Raised Locking Toilet Seat, 400 lb Capacity | Toilet Riser with Removable Padded Arms, Fits Most Elongated Toilets, No Lid, Medical Seat For Adults and Elderly",Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Raised Toilet Seats,US,48.29,13.52,3.86,217.11,0.15,1373.0,837.0,4.0,0.55,10000,1.0,20.0,50,65,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B01IQCJP5Y; brand Medline
category:Toilet Assistance Cushions,8624797011,Toilet Assistance Cushions,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Assistance Cushions,B0F17PFW6G,,"Padded Toilet Seat Cushion with 2-Inch High-Density Foam & Waterproof PU Fabric, U-Shape Padded Toilet Cushion - Secure Hook & Loop Tape, Fits Standard Toilets (Grey)",Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Assistance Cushions,US,29.99,8.4,2.4,8.02,0.15,428.0,147.0,4.1,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F17PFW6G; brand DOMSCIEN
category:Toilet Assistance Steps,8624798011,Toilet Assistance Steps,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Assistance Steps,B0CMLC665P,,"ROMGUAR CRAFT 7 Inch Bamboo Toilet Stool, Foldable Poop Stool, Bathroom Step Stool Squat (Black)",Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Assistance Steps,US,21.84,6.12,1.75,8.06,0.15,4074.0,1275.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CMLC665P; brand ROMGUAR CRAFT
category:Toilet Safety Frames & Rails,3775391,Toilet Safety Frames & Rails,Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Safety Frames & Rails,B0C8P6DFV8,,"PELEGON Toilet Safety Rails (350 lb) - Adjustable Toilet Safety Frame & Rails, Toilet Safety Rail for Elderly Adults, Toilet Handles for Seniors, Toilet Bars for Elderly & Handicap",Tools & Home Improvement > Kitchen & Bath Fixtures > Bathroom Fixtures > Bathroom Safety & Accessibility > Toilets & Toilet Aids > Toilet Safety Frames & Rails,US,69.97,19.59,5.6,9.56,0.15,4057.0,1732.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0C8P6DFV8; brand PELEGON
category:Tool Holsters,553582,Tool Holsters,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,B0CBD4HTHW,,"Spider Tool Holster, Self-Locking Pro Tool Holster, Includes 2 Drill Pins | Quick-Draw Multi Tool Holder, Clips to Any Tool Belt, Ambidextrous Lock, Compatible with Major Power Drill & Driver Brands",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Holsters,US,34.99,9.8,2.8,3.93,0.15,815.0,390.0,4.2,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CBD4HTHW; brand Spider
category:Tool Pouches,322568011,Tool Pouches,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,B0CLYN2NWP,,"Klein Tools MODbox Tool Pouch, Electrician Bag, Quickly Attach and Release from Tool Belts and MODBox Rail System",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Pouches,US,19.98,5.59,1.6,6.38,0.15,964.0,329.0,4.2,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CLYN2NWP; brand KLEIN TOOLS
category:Tool Trays,15709201,Tool Trays,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Trays,B0CZQJL89S,,"SWANLAKE Socket Organizer Set 18-Piece, 1/4-Inch x 96 Clips, 3/8-Inch x 90 Clips, 1/2-Inch x 72 Clips, Socket Organizer for Tool Box Drawer, Drive Socket Trays, Socket Holder Clip Rail",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Trays,US,29.99,8.4,2.4,7.76,0.15,2610.0,742.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CZQJL89S; brand SWANLAKE GARDEN TOOLS
category:Dust Mops,23537023011,Dust Mops,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > Dust Mops,B0CXXN14R9,,"Eyliden Sweeper Mop with 36 Refills - 3 Types of Disposable Dry & Wet Cloths | Lock-Tight Design No Lost Pads, Universal Refills, Multi-Surface Sweeping Starter Kit for Pet Hair, Dust, Floor Cleaning",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > Dust Mops,US,19.58,5.48,1.57,7.72,0.15,2573.0,1470.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CXXN14R9; brand Eyliden
category:Sponge Mops,23537024011,Sponge Mops,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > Sponge Mops,B09S3BY7HM,,"Masthome PVA Sponge Mops for Floor Cleaning with 3 Squeeze Mop Heads | Sectional Stainless Steel Handle, Absorbent Roller Mop for Floors,Tile ,Wood,Wall,Ceiling",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > Sponge Mops,US,19.99,5.6,1.6,7.73,0.15,485.0,1925.0,3.7,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09S3BY7HM; brand Masthome
category:String Mops,23537022011,String Mops,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > String Mops,B0GT84XZ7T,,Aegishome Self Wringing Twist Mop for Floor Cleaning,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > String Mops,US,19.99,5.6,1.6,5.95,0.15,270.0,45.0,4.2,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GT84XZ7T; brand AegisHome
category:Angle Brooms,14253831,Angle Brooms,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Angle Brooms,B0GKLCLL5X,,"Corn Broom Outdoor, Household Indoor and Outdoor Broom Suitable for Sweeping Gravel, Fallen Leaves and Sand on Yard, Garage, Lawn, Stone Path and Concrete Floor",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Angle Brooms,US,21.99,6.16,1.76,7.74,0.15,677.0,198.0,3.8,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GKLCLL5X; brand TrueYee
category:Hand Brooms,14253841,Hand Brooms,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Hand Brooms,B0FGXPBVVC,,"Indoor Broom Soft Bristle Brooms - Brooms for Sweeping Indoor Pet Hair, House Broom for Cleaning Hardwood, Tile, and Decking Surfaces Across.（Green）",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Hand Brooms,US,13.38,3.75,1.07,5.75,0.15,631.0,250.0,4.4,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FGXPBVVC; brand Zthluyc
category:Push Brooms,14253851,Push Brooms,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Push Brooms,B0FL2B8Z9W,,Floor Scrub Brush with Long Handle & Squeegee for Bathroom,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Push Brooms,US,13.99,3.92,1.12,6.59,0.15,1218.0,437.0,4.4,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FL2B8Z9W; brand EHADOO
category:Kitchen Brushes,203313515011,Kitchen Brushes,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Brushes > Kitchen Brushes,B0FMJYTQLT,,5 Pack Bamboo Dish Brush Set with 14’’ Bottle Brush,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Brushes > Kitchen Brushes,US,16.99,4.76,1.36,5.36,0.15,2019.0,219.0,4.3,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FMJYTQLT; brand BONUMVITA
category:Toilet Brushes & Holders,85975011,Toilet Brushes & Holders,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Brushes > Toilet Brushes & Holders,B0G42ZFWLJ,,"Toilet Bowl Brush and Holder Set 2 Pack with 4 Extra Brush Heads (Black) | Extra Long Handle with Splash Guard Cover, Tool-Free Installation, Bathroom Space-Saving, Cleaner Sets for Apartments, RV",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Brushes > Toilet Brushes & Holders,US,15.99,4.48,1.28,6.78,0.15,3015.0,210.0,4.3,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G42ZFWLJ; brand Bathway
category:Feather Dusters,2245498011,Feather Dusters,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Dusting > Feather Dusters,B0F17JYBJ3,,"Cobweb Duster with Extension Pole, Washable Cleaning Duster Set with 2 Duster Heads, Corner Brush, 15-110-Inch Telescoping Pole for high Ceiling Fans, Long Duster for high Ceilings，Spider Web Brush",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Dusting > Feather Dusters,US,13.98,3.91,1.12,5.75,0.15,3340.0,487.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F17JYBJ3; brand FAMYLI
category:Buckets,2245509011,Buckets,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Buckets,B0F4QZ2RH8,,"Cleaning Caddy with Handle, Cleaning Products Organiser, 17L Foldable Storage Basket, Cleaning Caddy Organiser, Portable Multi Cleaning Bucket Bag for Home, Garden (Black)",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Buckets,US,19.99,5.6,1.6,6.13,0.15,754.0,262.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F4QZ2RH8; brand Bototack
category:Mops & Bucket Sets,23537016011,Mops & Bucket Sets,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Mops & Bucket Sets,B0H7JDLJKQ,,"Mop and Bucket Set, Flat Mop and Bucket System for Floor Cleaning",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Mops & Bucket Sets,US,55.97,15.67,4.48,10.89,0.15,1069.0,72.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0H7JDLJKQ; brand Veshiny
category:Edible Printer Paper & Frosting Sheets,8147491011,Edible Printer Paper & Frosting Sheets,Home & Kitchen > Kitchen & Dining > Bakeware > Decorating Tools > Edible Printer Ink & Paper > Edible Printer Paper & Frosting Sheets,B0DYNKSLX3,,"Edible Paper A4 Size, 25 Counts Icing sheets, 11.7“ x 8.3“ Frosting Sheets, Edible Image Paper for Cupcake Decoration, Sugar Sheet for Cake Printer",Home & Kitchen > Kitchen & Dining > Bakeware > Decorating Tools > Edible Printer Ink & Paper > Edible Printer Paper & Frosting Sheets,US,19.99,5.6,1.6,6.49,0.15,1341.0,179.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DYNKSLX3; brand FUTEBO
category:Bottle Openers,3109475011,Bottle Openers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Bottle Openers,B0002WZR4K,,"Westmark Ah-So Wine Opener – 2 Prong Wine Bottle Opener for Vintage Bottles, German Manual Cork Remover, Chrome Finish, Superfine Polished Steel",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Bottle Openers,US,19.99,5.6,1.6,3.34,0.15,465.0,1684.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0002WZR4K; brand MONOPOL Germany
category:Screwpull Levers,13825981,Screwpull Levers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Screwpull Levers,B07MYDZMTY,,Stainless Steel Wine Opener Compact Vertical Corkscrew Wine Bottle Opener with Foil Cutter,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Screwpull Levers,US,45.99,12.88,3.68,6.35,0.15,684.0,2110.0,4.6,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07MYDZMTY; brand KEISSCO
category:Waiter Corkscrews,13826001,Waiter Corkscrews,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Waiter Corkscrews,B09VG81642,,"RECUTMS 12 Pack Wine Opener,Waiter Corkscrew Wine Key for Servers（Black） | Heavy Duty Stainless Steel Fold Beer or Bottle Opener Serrated Foil Cutter,Perfect for Bars,Restaurants,Family,Company Party",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Waiter Corkscrews,US,19.99,5.6,1.6,5.72,0.15,593.0,659.0,4.1,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09VG81642; brand RECUTMS
category:Ice Buckets,678496011,Ice Buckets,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Buckets,B0G81BFG8B,,OBTANIM Clear Acrylic Ice Buckets Large Champagne Drink Cooler Storage Ice Tub with Scoops for Beer Cocktails Wine Beverage Home Parties Bar Cooling Supplies,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Buckets,US,19.99,5.6,1.6,9.56,0.15,1072.0,92.0,4.1,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G81BFG8B; brand OBTANIM
category:Ice Tongs,678497011,Ice Tongs,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Tongs,B015PS5X62,,Xiboya textile Sweet Candy Buffet Ice Tongs & Scoops (Silver-6 set),Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Tongs,US,13.85,3.88,1.11,5.36,0.15,245.0,615.0,4.4,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B015PS5X62; brand Xiboya textile
category:Wine Pourers,678498011,Wine Pourers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Wine Stoppers & Pourers > Wine Pourers,B0BZ336RGQ,,"BBTO 40 Pcs Measured Bottle Pourers Liquor, 1 Oz Auto Shot,Clear, Black | Quick Pour Spout for Alcohol Bottles, 30 Ml Precise Dispensing, Ideal for Bars Home Parties, Portion Control Mixing",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Wine Stoppers & Pourers > Wine Pourers,US,30.99,8.68,2.48,5.36,0.15,629.0,1010.0,4.2,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BZ336RGQ; brand BBTO
category:Wine Stoppers,678499011,Wine Stoppers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Wine Stoppers & Pourers > Wine Stoppers,B07HYPPXC2,,"I-MART Pack of 6 Stainless Steel Champagne Stoppers, Prosecco, Sparkling Wine Bottle Stopper, Cork",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Wine Stoppers & Pourers > Wine Stoppers,US,12.99,3.64,1.04,4.45,0.15,668.0,1249.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B07HYPPXC2; brand I-MART
category:Electric Fondue Pots,17384862011,Electric Fondue Pots,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Cheese Tools > Fondue > Electric Fondue Pots,B0D3GKD68G,,"2 in 1 Electric S’mores Maker & Fondue Pot, Tabletop Indoor Smores kit with 4 Roasting Forks, 4 Detachable Trays & 1 Flameless Temperature-controlled Heater, Movie Night Supplies & Housewarming Gifts",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Cheese Tools > Fondue > Electric Fondue Pots,US,35.99,10.08,2.88,8.32,0.15,908.0,1078.0,4.3,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D3GKD68G; brand CHOCOSMORE
category:Pots & Sets,17384864011,Pots & Sets,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Cheese Tools > Fondue > Pots & Sets,B0CJKTBMZM,,"Nostalgia Electric Fondue Party Set – 10 oz Melting Pot, 4 Roasting Forks, & Detachable Serving Tray – Melted Cheese, Chocolate, or Dessert – Perfect for Gifts, Parties, Date Night – Black",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Cheese Tools > Fondue > Pots & Sets,US,19.99,5.6,1.6,7.92,0.15,433.0,789.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CJKTBMZM; brand Nostalgia
category:Corers,678502011,Corers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Corers & Pitters > Corers,B0DJQZXFFM,,"Apple Peeler Corer, 5 In 1 Apple Peeler Slicer Corer with Stainless Steel Blades and Powerful Suction Base for Apples and Potatoes(Ruby)",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Corers & Pitters > Corers,US,26.99,7.56,2.16,6.38,0.15,569.0,96.0,4.5,0.55,10000,1.0,20.0,50,25.0,20.0,20.0,75,35,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DJQZXFFM; brand tatida
