source_strategy,source_category_id,source_category_name,source_category_path,source_asin,source_parent_asin,product_name,category,marketplace,target_price,cost,shipping,fba_fee,referral_fee_rate,est_monthly_sales,avg_review_count,avg_rating,top10_review_share,keyword_search_volume,keyword_cpc,seasonality_score,differentiation_score,compliance_risk,fragile_risk,oversize_risk,market_data_completeness,profit_data_confidence,evidence_confidence,evidence_grade,data_source_summary,profit_estimate_status,notes,listing_url,opportunity_score,recommendation,gross_profit_per_unit,gross_margin,monthly_gross_profit,demand_score,competition_score,profitability_score,risk_score,risk_control_score,key_flags,brand_moat_reason,hard_stop_reason,archive_key,archive_first_seen,archive_last_seen,archive_seen_count,archive_best_score,archive_latest_score,archive_best_recommendation,archive_latest_recommendation,archive_status,archive_last_run_id,research_status,archive_notes
category:Dust Mops,23537023011,Dust Mops,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > Dust Mops,B0G4V5TW9N,,"Dust Mop for Floor Cleaning for Hardwood, Laminate, Tile & Marble Floors | 4-in-1 Washable Pad System, Wet & Dry Multi-Purpose Mop, 62“ Long Handle, 360° Swivel Head, Mop Pad Cleaning Scraper",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > Dust Mops,US,20.98,5.87,1.68,7.27,0.15,1569.0,183.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G4V5TW9N; brand GleamGaGa,https://www.amazon.com/dp/B0G4V5TW9N,53.4,Watch or collect more data,3.01,0.1436,4727.4,87.3,50.8,10.6,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Buckets,2245509011,Buckets,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Buckets,B0D6BF1STR,,"DqOasd Quick Wring Bucket, 2.5 Gallon Mop Bucket with Wringer, Red",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Buckets,US,19.3,5.4,1.54,3.5,0.15,1311.0,364.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,65.0,20.0,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D6BF1STR; brand Arikit,https://www.amazon.com/dp/B0D6BF1STR,53.2,Watch or collect more data,5.96,0.3091,7820.11,87.3,40.8,29.3,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; evidence confidence below supplier-validation threshold,,,,,,,,,,,,,,
category:Sponge Mops,23537024011,Sponge Mops,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > Sponge Mops,B0FS1GFM58,,"Sponge Mop for Floor Cleaning, 50“ Heavy Duty Roller Mop with 4 Cellulose Refill Heads, Easy Self-Squeeze for Hardwood Tile Concrete, Wall Ceiling",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Wet & Dry Mops > Sponge Mops,US,32.99,9.24,2.64,8.21,0.15,469.0,162.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FS1GFM58; brand TreeLen,https://www.amazon.com/dp/B0FS1GFM58,53.0,Watch or collect more data,7.95,0.241,3729.25,82.1,50.8,13.7,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Plates,3400771,Plates,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Plates,B0G4M2NK6S,,50Pcs Camping One Paper Plates Camper Themed 9“ Dessert Plates Disposable One Happy Birthday Camper Theme Party Decorations for Boys Adventure Camping Theme Party 1st Birthday Party Supplies,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Plates,US,15.99,4.48,1.28,5.91,0.15,686.0,65.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G4M2NK6S; brand Greencian,https://www.amazon.com/dp/B0G4M2NK6S,52.9,Watch or collect more data,1.92,0.1202,1318.15,87.3,54.3,0.9,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Bowls,3400711,Bowls,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Bowls,B0DPNMPMVS,,"Coghlan‘s Snapfold™ Bowls 2-Pack – Collapsible, Lightweight and Leakproof for Camping, Hiking, Travel, Picnics, and Outdoor Adventures, BPA-Free, Foldable Space-Saving Design for Easy Storage",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Bowls,US,14.99,4.2,1.2,3.36,0.15,684.0,178.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DPNMPMVS; brand Coghlan’s,https://www.amazon.com/dp/B0DPNMPMVS,52.7,Watch or collect more data,3.98,0.2656,2723.35,87.3,50.8,7.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Angle Brooms,14253831,Angle Brooms,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Angle Brooms,B0GKLCLL5X,,"Corn Broom Outdoor, Household Indoor and Outdoor Broom Suitable for Sweeping Gravel, Fallen Leaves and Sand on Yard, Garage, Lawn, Stone Path and Concrete Floor",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Sweeping > Brooms > Angle Brooms,US,21.99,6.16,1.76,7.74,0.15,677.0,198.0,3.8,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0GKLCLL5X; brand TrueYee,https://www.amazon.com/dp/B0GKLCLL5X,52.7,Watch or collect more data,3.03,0.1379,2052.33,87.3,52.8,3.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Plates,3400771,Plates,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Plates,B0FVDQLM3T,,"Quatish 16 Pcs Plates and Bowls Sets,Plastic Dinnerware Sets for 4,Grey",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Plates,US,18.99,5.32,1.52,8.31,0.15,2805.0,121.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FVDQLM3T; brand Quatish,https://www.amazon.com/dp/B0FVDQLM3T,52.4,Watch or collect more data,0.99,0.0522,2781.16,87.3,50.8,5.1,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Camping Grills,3401041,Camping Grills,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Stoves & Grills > Camping Grills,B0FJZDV5JC,,"Pull Start Fire Grill, Natural Hardwood Charcoal, Portable 3hr Burn, 2 Pack | Pull Start Matchless Ignition, Ready in 5 Mins, Clean Burn, No Lighter Fluid, Disposable, Tailgate, Camping, Beach, Backyard",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Stoves & Grills > Camping Grills,US,45.98,12.87,3.68,8.28,0.15,351.0,109.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,65.0,20.0,53.8,C,"observed:price,sales,reviews,rating; estimated:fba_fee,search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FJZDV5JC; brand Pull Start Fire,https://www.amazon.com/dp/B0FJZDV5JC,52.4,Watch or collect more data,14.25,0.31,5002.8,62.5,46.8,37.9,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; evidence confidence below supplier-validation threshold,,,,,,,,,,,,,,
category:Mops & Bucket Sets,23537016011,Mops & Bucket Sets,Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Mops & Bucket Sets,B0H3ZVWCJ1,,"SONGMICS Spin Mop and Bucket Set with Pedal Wringer, 1 Microfiber Pad",Home & Kitchen > Cleaning Supplies > Household Cleaning > Cleaning Tools > Mopping > Mops & Bucket Sets,US,29.99,8.4,2.4,18.34,0.15,3781.0,160.0,4.1,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0H3ZVWCJ1; brand SONGMICS,https://www.amazon.com/dp/B0H3ZVWCJ1,52.2,Watch or collect more data,-3.65,-0.1217,-13794.98,87.3,52.8,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Tool Trays,15709201,Tool Trays,Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Trays,B0CJJD5BZQ,,"Magnetic Socket Organizer Set, 6PCS Socket Holder, 1/4“, 3/8“, 1/2“ Sockets Holds 143 Pieces Magnetic Sockets Trays (Blue&red, 6 Pcs)",Tools & Home Improvement > Storage & Home Organization > Tool Organizers > Tool Trays,US,36.99,10.36,2.96,9.32,0.15,3273.0,689.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0CJJD5BZQ; brand SWANLAKE GARDEN TOOLS,https://www.amazon.com/dp/B0CJJD5BZQ,45.0,Reject,8.8,0.2379,28807.31,87.3,24.3,27.6,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Decorative Garden Stools,3563985011,Decorative Garden Stools,"Patio, Lawn & Garden > Outdoor Décor > Decorative Garden Stools",B0H49HFY43,,"zaowofires Solid Wooden Stool,Plant Stand,Step Stool,Light Walnut,10“ H","Patio, Lawn & Garden > Outdoor Décor > Decorative Garden Stools",US,32.99,9.24,2.64,8.26,0.15,1151.0,229.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0H49HFY43; brand zaowofires,https://www.amazon.com/dp/B0H49HFY43,45.0,Reject,7.9,0.2395,9094.63,87.3,36.8,25.8,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Bottle Openers,3109475011,Bottle Openers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Bottle Openers,B0BRK7R9W5,,QTLCOHD 20 Pack Flat Bottle Opener - 7 Inch Stainless Steel Bottle Openers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Bottle Openers,US,24.99,7.0,2.0,7.65,0.15,490.0,153.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0BRK7R9W5; brand QTLCOHD,https://www.amazon.com/dp/B0BRK7R9W5,45.0,Reject,4.59,0.1837,2249.83,85.6,46.8,3.6,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Screwpull Levers,13825981,Screwpull Levers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Screwpull Levers,B08MJ7FMV1,,Forge Quality Compact Vertical Lever Corkscrew Wine Opener with Foil Cutter. 3 Seconds to Open a Bottle of Wine. Metallic Bronze,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Corkscrews & Openers > Screwpull Levers,US,27.95,7.83,2.24,4.87,0.15,2473.0,421.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B08MJ7FMV1; brand Forge,https://www.amazon.com/dp/B08MJ7FMV1,45.0,Reject,8.82,0.3155,21805.68,87.3,28.3,36.4,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Ice Buckets,678496011,Ice Buckets,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Buckets,B0F4P2WM5B,,"Lifewit 6.5L Plastic Ice Bucket for Parties with Handle & Scoop, 2 Pcs",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Buckets,US,29.99,8.4,2.4,9.37,0.15,3140.0,543.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F4P2WM5B; brand Lifewit,https://www.amazon.com/dp/B0F4P2WM5B,45.0,Reject,5.32,0.1774,16709.51,87.3,24.3,20.6,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Ice Tongs,678497011,Ice Tongs,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Tongs,B0B13Q2NLV,,"Barfly Ice Tong, Stainless, 7.1 Inch",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Bar & Wine Tools > Ice Buckets & Tongs > Ice Tongs,US,15.2,4.26,1.22,4.18,0.15,383.0,150.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0B13Q2NLV; brand Barfly,https://www.amazon.com/dp/B0B13Q2NLV,45.0,Reject,3.26,0.2145,1248.58,67.8,50.8,0.7,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Electric Fondue Pots,17384862011,Electric Fondue Pots,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Cheese Tools > Fondue > Electric Fondue Pots,B0FJDZP6S7,,"LUSHYUM Electric Chocolate Melting Pot with 2 Insert Pots, 4-Cup Chocolate",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Cheese Tools > Fondue > Electric Fondue Pots,US,39.99,11.2,3.2,7.2,0.15,1129.0,661.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FJDZP6S7; brand LUSHYUM,https://www.amazon.com/dp/B0FJDZP6S7,45.0,Reject,12.39,0.3099,13990.0,87.3,24.3,42.8,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Pitters,678503011,Pitters,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Corers & Pitters > Pitters,B0G2YS569P,,Cherry Pitter - Makmzoon Multi Cherries Corer Stainless Steel Pitter Tool Making Cherry Jam - 7 Cherries,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Corers & Pitters > Pitters,US,12.99,3.64,1.04,4.47,0.15,3564.0,522.0,4.2,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0G2YS569P; brand Makmzoon,https://www.amazon.com/dp/B0G2YS569P,45.0,Reject,1.89,0.1456,6741.31,87.3,28.3,16.4,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Potato Mashers,678504011,Potato Mashers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Potato Mashers & Ricers > Potato Mashers,B0F7XCV6CQ,,"Stainless Steel Meat Chopper, Stainless Steel Meat Masher, 11 Inch, Ground Beef Chopper Tool, Metal Meat Masher, Ground Meat Smasher, Hamburger Smasher Tool",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Potato Mashers & Ricers > Potato Mashers,US,13.99,3.92,1.12,4.45,0.15,869.0,193.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0F7XCV6CQ; brand ANZIUS,https://www.amazon.com/dp/B0F7XCV6CQ,45.0,Reject,2.4,0.1717,2086.9,87.3,46.8,3.1,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Potato Ricers,678505011,Potato Ricers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Potato Mashers & Ricers > Potato Ricers,B0DPWTT7BJ,,"AHFLRITO Potato ricer, Heavy Duty Ricer for Mashed Potatoes, Large Potato Masher Stainless Steel with Ergonomic Handle, Efficiently for Fluffy Mashed Potatoes",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Fruit & Vegetable Tools > Potato Mashers & Ricers > Potato Ricers,US,15.99,4.48,1.28,6.22,0.15,439.0,279.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0DPWTT7BJ; brand AHFLRITO,https://www.amazon.com/dp/B0DPWTT7BJ,45.0,Reject,1.61,0.1008,707.45,77.1,40.8,0.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Digital Scales,678508011,Digital Scales,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Measuring Tools & Scales > Kitchen Scales > Digital Scales,B09B4CB7C1,,"Greater Goods Coffee Scale with Timer, 0.1g Precision for Espresso & Matcha",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Measuring Tools & Scales > Kitchen Scales > Digital Scales,US,29.99,8.4,2.4,4.87,0.15,2489.0,2451.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B09B4CB7C1; brand Greater Goods,https://www.amazon.com/dp/B09B4CB7C1,45.0,Reject,9.82,0.3275,24445.71,87.3,18.3,40.0,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Choppers,678514011,Choppers,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Choppers & Mincers > Choppers,B0FF9MLN34,,"French Fry Cutter, Solucky Potato Onion Cutter, Professional Homestyle Vegetable Chopper Dicer, Great for Potatoes Carrots Cucumbers Zucchini Pepper (Light Blue)",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Choppers & Mincers > Choppers,US,19.99,5.6,1.6,5.75,0.15,1212.0,672.0,4.3,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FF9MLN34; brand Solucky,https://www.amazon.com/dp/B0FF9MLN34,45.0,Reject,4.04,0.2022,4898.3,87.3,28.3,11.1,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Garlic Presses,678518011,Garlic Presses,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Garlic Tools > Garlic Presses,B0FRS5Y33B,,"Brigii Burger Press, 5.5“ 304 Stainless Steel Hamburger Press Patty Maker | Spring back design, thickness guide 100g-400g, easy release, no coating, no rust, dishwasher safe, for ground beef patties",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Garlic Tools > Garlic Presses,US,28.99,8.12,2.32,5.93,0.15,2608.0,788.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FRS5Y33B; brand Brigii,https://www.amazon.com/dp/B0FRS5Y33B,45.0,Reject,8.27,0.2853,21572.07,87.3,24.3,31.3,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Pepper Mills,15850251,Pepper Mills,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Salt & Pepper > Pepper Mills,B01MXRQ5AY,,Star Wars Lightsaber Electric Salt and Pepper Mill Grinder (Pack of 2),Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Salt & Pepper > Pepper Mills,US,39.99,11.2,3.2,5.9,0.15,850.0,2016.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B01MXRQ5AY; brand Uncanny Brands,https://www.amazon.com/dp/B01MXRQ5AY,45.0,Reject,13.69,0.3424,11637.78,87.3,14.3,49.7,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Salt Mills,15850271,Salt Mills,Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Salt & Pepper > Salt Mills,B0FXNT68Y3,,"Cole & Mason Derwent Salt Grinder, 7.5“ Salt Mill, Matte Black | Mill Includes Gourmet Precision Mechanism and Premium Sea Salt Mill, Matt Black",Home & Kitchen > Kitchen & Dining > Kitchen Utensils & Gadgets > Seasoning & Spice Tools > Salt & Pepper > Salt Mills,US,59.95,16.79,4.8,4.46,0.15,3022.0,1425.0,4.5,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0FXNT68Y3; brand Cole & Mason,https://www.amazon.com/dp/B0FXNT68Y3,45.0,Reject,24.91,0.4155,75270.47,87.3,14.3,81.9,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Open Fire Cookware,3400591,Open Fire Cookware,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Camping Cookware > Open Fire Cookware,B0D2KF98MC,,"THTYBROS 17pcs Camping Cookware Mess Kit,for Camping,Backpacking,Picnic",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Camping Cookware > Open Fire Cookware,US,35.99,10.08,2.88,6.61,0.15,4067.0,1156.0,4.4,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D2KF98MC; brand THTYBROS,https://www.amazon.com/dp/B0D2KF98MC,45.0,Reject,11.02,0.3062,44824.44,87.3,18.3,39.5,22.0,78.0,supplier quote required; estimated profit is not a rejection gate; review count above 600,,,,,,,,,,,,,,
category:Cups & Mugs,3400731,Cups & Mugs,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Cups & Mugs,B0D94QC2J6,,16 oz Stainless Steel Pint Cups-Stackable Metal Drinking Glasses 4 Pcs,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Cups & Mugs,US,18.99,5.32,1.52,4.11,0.15,1121.0,309.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D94QC2J6; brand VINUR,https://www.amazon.com/dp/B0D94QC2J6,45.0,Reject,5.19,0.2734,5819.67,87.3,36.8,17.3,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Mess Kits,3400751,Mess Kits,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Mess Kits,B0B3HC5J77,,"Odoland Stainless Steel Camping Mess Kit for Outdoor Family & Person | Cooking Tableware Utensils with Plates Bowls Forks Spoons Knives & Savings Bag for Camping, Backpacking, Hiking, Picnic",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Dishes & Utensils > Mess Kits,US,26.99,7.56,2.16,6.58,0.15,1944.0,598.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0B3HC5J77; brand Odoland,https://www.amazon.com/dp/B0B3HC5J77,45.0,Reject,6.64,0.2461,12911.08,87.3,24.3,23.3,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
category:Backpacking Stoves,19450135011,Backpacking Stoves,Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Stoves & Grills > Backpacking Stoves,B0D14D7LS2,,"Fire-Maple Greenpeak 1 Camping Stove with Piezo Ignition Portable Gas Stove | Fast Boiling, Fuel Efficient Design, Ultralight, Built-in Piezo Igniter, Micro Windshield, EN417 Valve, Durability, 85g (3oz)",Sports & Outdoors > Outdoor Recreation > Camping & Hiking > Camp Kitchen > Stoves & Grills > Backpacking Stoves,US,16.95,4.75,1.36,4.1,0.15,1079.0,360.0,4.6,0.55,10000.0,1.0,20.0,50.0,25.0,20.0,20.0,75.0,35.0,65.0,B,"observed:price,sales,reviews,rating,fba_fee; estimated:search_volume,cpc",estimated_default_costs,Imported from Sorftime; ASIN B0D14D7LS2; brand Fire-Maple,https://www.amazon.com/dp/B0D14D7LS2,45.0,Reject,4.2,0.2476,4529.1,87.3,36.8,10.1,22.0,78.0,supplier quote required; estimated profit is not a rejection gate,,,,,,,,,,,,,,
